id	word1	word2	context	context2	Gold_Complexity	prompt1	prompt2	prompt3	binary_answer1	binary_answer2	binary_answer3	binary_answer4
3223	conscience	nights	"This is a symbol of baptism, which now saves you--not the putting away of the filth of the flesh, but the answer of a good conscience toward God, through the resurrection of Jesus Christ,"	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Conscience"" is"	" ""Conscience"" is"	 The first sentence is more	1	1	1	1
1079	advantage	wrath	"If you take advantage of them at all, and they cry at all to me, I will surely hear their cry;"	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The second sentence is more	0	0	0	0
3820	son	wheels	"and asked them, ""Is this your son, whom you say was born blind?"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	" ""Son"" is"	" ""Wheels"""	 The second sentence is more	1	0	0	1
999	acts	wrath	"She said to the king, ""It was a true report that I heard in my own land of your acts, and of your wisdom."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The second sentence is more	0	0	0	0
2364	frankincense	nights	"He shall pour no oil on it, nor put frankincense on it, for it is a meal offering of jealousy, a meal offering of memorial, bringing iniquity to memory."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Frankincense"	" ""Frankincense"	 The first sentence is more	1	1	1	1
2571	astonishment	wheels	"behold, I will send and take all the families of the north, says Yahweh, and I will send to Nebuchadnezzar the king of Babylon, my servant, and will bring them against this land, and against its inhabitants, and against all these nations around; and I will utterly destroy them, and make them an astonishment, and a hissing, and perpetual desolations."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	" ""Astonishment"""	" ""Astonishment"""	 The first sentence is more	1	1	1	1
3657	widows	wrath	"and my wrath will grow hot, and I will kill you with the sword; and your wives shall be widows, and your children fatherless."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
3045	ship	assemblies	"The length of the ship will be three hundred cubits, its breadth fifty cubits, and its height thirty cubits."	"I robbed other assemblies, taking wages from them that I might serve you."	0	" ""Assemblies"""	" ""Assemblies"""	 The second sentence is more	0	0	0	0
3410	murmurings	wheels	"Do all things without murmurings and disputes,"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	" ""Wheels"""	" ""Murmurings"	 The second sentence is more	0	1	0	1
4256	singing	wings	Come before his presence with singing.	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The second sentence is more	0	0	0	0
1095	Shadrach	nights	"Then was Nebuchadnezzar full of fury, and the form of his appearance was changed against Shadrach, Meshach, and Abednego: [therefore] he spoke, and commanded that they should heat the furnace seven times more than it was usually heated."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Shadrach"""	" ""Shadrach"""	 The first sentence is more	1	1	1	1
1130	cause	name	But for this cause I came to this time.	"If another comes in his own name, you will receive him."	1	" ""Cause"" is"	" ""Cause"" is"	" The sentence ""But for"	1	1	0	1
3822	son	shekels	"and asked them, ""Is this your son, whom you say was born blind?"	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	" ""Shekels"""	" ""Shekels"""	 The second sentence is more	0	0	0	0
1458	praise	wings	"Sing to Yahweh a new song, and his praise from the end of the earth, you who go down to the sea, and all that is therein, the islands and their inhabitants."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The second sentence is more	0	0	0	0
1501	precepts	suburbs	I will meditate on your precepts.	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	" ""Suburbs"""	" ""Suburbs"""	 The second sentence is more	0	0	0	0
4078	astonishment	name	"I will pursue after them with the sword, with the famine, and with the pestilence, and will deliver them to be tossed back and forth among all the kingdoms of the earth, to be an object of horror, and an astonishment, and a hissing, and a reproach, among all the nations where I have driven them;"	"If another comes in his own name, you will receive him."	1	" ""Astonishment"""	" ""Astonishment"""	 The first sentence is more	1	1	1	1
2699	scribes	suburbs	"Their scribes and the Pharisees murmured against his disciples, saying, ""Why do you eat and drink with the tax collectors and sinners?"""	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	" ""Suburbs"""	" ""Suburbs"""	 The second sentence is more	0	0	0	0
992	acts	wheels	"She said to the king, ""It was a true report that I heard in my own land of your acts, and of your wisdom."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	" ""Wheels"""	" ""Wheels"""	 The second sentence is more	0	0	0	0
4012	wrongdoing	shekels	"If an unrighteous witness rise up against any man to testify against him of wrongdoing,"	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	" ""Shekels"""	" ""Shekels"""	 The second sentence is more	0	0	0	0
2554	spirit	nights	The spirit within me constrains me.	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Nights"" is"	" ""Nights"" is"	 The second sentence is more	0	0	0	0
671	fruit	name	"therefore, behold, I will deliver you to the children of the east for a possession, and they shall set their encampments in you, and make their dwellings in you; they shall eat your fruit, and they shall drink your milk."	"If another comes in his own name, you will receive him."	1	" ""Name"" is more"	" ""Name"" is less"	 The first sentence is more	0	0	1	0
1583	Jacob	scatters	"then you shall delight yourself in Yahweh; and I will make you to ride on the high places of the earth; and I will feed you with the heritage of Jacob your father:"" for the mouth of Yahweh has spoken it."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Jacob"" is"	" ""Scatters"""	 The first sentence is more	1	0	1	0
2128	gladness	wings	"For thus says Yahweh, Sing with gladness for Jacob, and shout for the chief of the nations: publish, praise, and say, Yahweh, save your people, the remnant of Israel."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The second sentence is more	0	0	0	0
2027	News	assemblies	This is the word of Good News which was preached to you.	"I robbed other assemblies, taking wages from them that I might serve you."	0	" ""Assemblies"""	" ""Assemblies"""	 The second sentence is more	0	0	0	0
2112	wonders	wheels	"and Yahweh showed great and awesome signs and wonders on Egypt, on Pharaoh, and on all his house, before our eyes;"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	" ""Wheels"""	" ""Wheels"""	 The first sentence is more	0	0	1	0
1078	advantage	wings	"If you take advantage of them at all, and they cry at all to me, I will surely hear their cry;"	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The second sentence is more	0	0	0	0
3999	chariots	suburbs	The Egyptians pursued after your fathers with chariots and with horsemen to the Red Sea .	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0	" ""Chariots"""	" ""Suburbs"""	 The second sentence is more	1	0	0	1
1832	reward	wheels	"Most certainly, I tell you, they have received their reward."	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	" ""Wheels"""	" ""Wheels"""	 The second sentence is more	0	0	0	0
705	shekels	nights	"The silver of those who were numbered of the congregation was one hundred talents, and one thousand seven hundred seventy-five shekels, after the shekel of the sanctuary:"	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Nights"" is"	" ""Shekels"""	 The first sentence is more	0	1	1	0
840	command	name	"He answered, ""What did Moses command you?"""	"If another comes in his own name, you will receive him."	1	" ""Command"" is more"	" ""Name"" is less"	 The second sentence is more	1	0	0	1
3057	thorns	wrath	"What was sown among the thorns, this is he who hears the word, but the cares of this age and the deceitfulness of riches choke the word, and he becomes unfruitful."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
557	Corinth	adversaries	"Erastus remained at Corinth, but I left Trophimus at Miletus sick."	"I will beat down his adversaries before him, and strike those who hate him."	1	" ""Corinth"" is"	" ""Adversaries"""	 The first sentence is more	1	0	1	0
552	Corinth	suburbs	"Erastus remained at Corinth, but I left Trophimus at Miletus sick."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	" ""Suburbs"""	" ""Suburbs"""	 The first sentence is more	0	0	1	0
2355	gifts	adversaries	"and I polluted them in their own gifts, in that they caused to pass through [the fire] all that opens the womb, that I might make them desolate, to the end that they might know that I am Yahweh."	"I will beat down his adversaries before him, and strike those who hate him."	0	" ""Adversaries"""	" ""Adversaries"""	 The first sentence is more	0	0	1	0
1129	Peter	wrath	"but to the contrary, when they saw that I had been entrusted with the Good News for the uncircumcision, even as Peter with the Good News for the circumcision"	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
1268	Haman	wings	The king and Haman sat down to drink; but the city of Shushan was perplexed.	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Haman"" is"	" ""Haman"" is"	 The second sentence is more	1	1	0	1
4086	astonishment	wings	"I will pursue after them with the sword, with the famine, and with the pestilence, and will deliver them to be tossed back and forth among all the kingdoms of the earth, to be an object of horror, and an astonishment, and a hissing, and a reproach, among all the nations where I have driven them;"	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Astonishment"""	" ""Wings"" is"	 The first sentence is more	1	0	1	0
4160	vessels	wheels	"the table, all its vessels, the show bread,"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	" ""Vessels"""	" ""Vessels"""	 The second sentence is more	1	1	0	1
2165	Whenever	adversaries	"Whenever any controversy shall come to you from your brothers who dwell in their cities, between blood and blood, between law and commandment, statutes and ordinances, you shall warn them, that they not be guilty towards Yahweh, and so wrath come on you and on your brothers."	"I will beat down his adversaries before him, and strike those who hate him."	0	" ""Adversaries"""	" ""Adversaries"""	 The first sentence is more	0	0	1	0
2582	living	scatters	"Hear the words of Sennacherib, with which he has sent to defy the living God."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Scatters"""	" ""Scatters"""	 The second sentence is more	0	0	0	0
1350	lament	name	"Yahweh has purposed to destroy the wall of the daughter of Zion; He has stretched out the line, he has not withdrawn his hand from destroying; He has made the rampart and wall to lament; they languish together."	"If another comes in his own name, you will receive him."	1	" ""Lament"" is"	" ""Lament"" is"	 The first sentence is more	1	1	1	1
91	famine	name	"On the ninth day of the fourth month the famine was severe in the city, so that there was no bread for the people of the land."	"If another comes in his own name, you will receive him."	1	" ""Famine"""	" ""Famine"""	 The first sentence is more	1	1	1	1
2588	living	wrath	"Hear the words of Sennacherib, with which he has sent to defy the living God."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
1533	glory	scatters	won't service of the Spirit be with much more glory?	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Glory"""	" ""Scatters"""	 The second sentence is more	1	0	0	1
177	waste	adversaries	"Israel, your prophets have been like foxes in the waste places."	"I will beat down his adversaries before him, and strike those who hate him."	0	" ""Adversaries"""	" ""Adversaries"""	 The first sentence is more	0	0	1	0
3278	everyone	name	"For everyone who exalts himself will be humbled, and whoever humbles himself will be exalted."""	"If another comes in his own name, you will receive him."	1	" ""Everyone"" is"	" ""Name"" is less"	 The first sentence is more	1	0	1	0
1337	wars	assemblies	"When you hear of wars and disturbances, don't be terrified, for these things must happen first, but the end won't come immediately."""	"I robbed other assemblies, taking wages from them that I might serve you."	0	" ""Assemblies"""	" ""Assemblies"""	 The first sentence is more	0	0	1	0
2647	brass	wings	"I will break the doors of brass in pieces, and cut apart the bars of iron."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The second sentence is more	0	0	0	0
1661	judgment	suburbs	"But she is happier if she stays as she is, in my judgment, and I think that I also have God's Spirit."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0	" ""Suburbs"""	" ""Suburbs"""	 The first sentence is more	0	0	1	0
2404	wisdom	nights	"The rod of correction gives wisdom, but a child left to himself causes shame to his mother."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Wisdom"""	" ""Nights"" is"	 The first sentence is more	1	0	1	0
3468	heart	name	"For everyone of the house of Israel, or of the strangers who live in Israel, who separates himself from me, and takes his idols into his heart, and puts the stumbling block of his iniquity before his face, and comes to the prophet to inquire for himself of me; I Yahweh will answer him by myself:"	"If another comes in his own name, you will receive him."	1	" ""Heart"" is"	" ""Heart"" is"	 The first sentence is more	1	1	1	1
1290	Elisha	name	"Gehazi said, ""My lord, O king, this is the woman, and this is her son, whom Elisha restored to life."""	"If another comes in his own name, you will receive him."	1	" ""Elisha"""	" ""Elisha"""	 The first sentence is more	1	1	1	1
560	Corinth	wrath	"Erastus remained at Corinth, but I left Trophimus at Miletus sick."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
2951	spoilers	scatters	"There was a trembling in the camp, in the field, and among all the people; the garrison, and the spoilers, they also trembled; and the earth quaked: so there was an exceeding great trembling."	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	" ""Spoilers"""	" ""Spoilers"""	 The first sentence is more	1	1	1	1
2886	son	wings	"Listen, my son, and be wise, and keep your heart on the right path!"	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The second sentence is more	0	0	0	0
1119	Egypt	wrath	"But they rebelled against me, and would not listen to me; they each didn't throw away the abominations of their eyes, neither did they forsake the idols of Egypt."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
3795	angel	assemblies	"Now when they had departed, behold, an angel of the Lord appeared to Joseph in a dream, saying, ""Arise and take the young child and his mother, and flee into Egypt, and stay there until I tell you, for Herod will seek the young child to destroy him."""	"I robbed other assemblies, taking wages from them that I might serve you."	0	" ""Assemblies"""	" ""Angel"" is"	 The first sentence is more	0	1	1	0
4183	vessel	nights	"Now a vessel full of vinegar was set there; so they put a sponge full of the vinegar on hyssop, and held it at his mouth."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Vessel"" is"	" ""Nights"" is"	 The first sentence is more	1	0	1	0
1499	henna	wrath	"Your shoots are an orchard of pomegranates, with precious fruits: henna with spikenard plants,"	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
981	controversies	suburbs	"Moreover in Jerusalem Jehoshaphat appointed Levites and priests, and of the heads of the fathers' households of Israel, for the judgment of Yahweh, and for controversies."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	1	" ""Controversies"	" ""Suburbs"""	 The first sentence is more	1	0	1	0
4173	Jonathan	nights	"Jonathan answered Saul, ""David earnestly asked leave of me to go to Bethlehem."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Jonathan"""	" ""Jonathan"""	 The second sentence is more	1	1	0	1
3904	stones	adversaries	"They with whom precious stones were found gave them to the treasure of the house of Yahweh, under the hand of Jehiel the Gershonite."	"I will beat down his adversaries before him, and strike those who hate him."	0	" ""Adversaries"""	" ""Adversaries"""	 The first sentence is more	0	0	1	0
2902	things	shekels	"Or who gave you this authority to do these things?"""	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	" ""Shekels"""	" ""Shekels"""	 The second sentence is more	0	0	0	0
868	lewdness	wings	"Therefore thus says the Lord Yahweh: Because you have forgotten me, and cast me behind your back, therefore you also bear your lewdness and your prostitution."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The first sentence is more	0	0	1	0
1397	tresses	assemblies	The king is held captive in its tresses.	"I robbed other assemblies, taking wages from them that I might serve you."	1	" ""Assemblies"""	" ""Tresses"""	 The second sentence is more	0	1	0	1
1755	gold	nights	"Then Asa took all the silver and the gold that were left in the treasures of the house of Yahweh, and the treasures of the king's house, and delivered them into the hand of his servants; and king Asa sent them to Ben Hadad, the son of Tabrimmon, the son of Hezion, king of Syria, who lived at Damascus, saying,"	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Nights"" is"	" ""Nights"" is"	 The first sentence is more	0	0	1	0
2059	faithful	wrath	"Because you were found faithful with very little, you shall have authority over ten cities.'"	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
3556	honey	wings	"Jonathan told him, and said, ""I certainly did taste a little honey with the end of the rod that was in my hand; and behold, I must die."""	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The first sentence is more	0	0	1	0
4169	Jonathan	suburbs	"Jonathan answered Saul, ""David earnestly asked leave of me to go to Bethlehem."	"For the Levites left their suburbs and their possession, and came to Judah and Jerusalem: for Jeroboam and his sons cast them off, that they should not execute the priest's office to Yahweh;"	0	" ""Jonathan"""	" ""Jonathan"""	 The second sentence is more	1	1	0	1
63	adversaries	wrath	"I will beat down his adversaries before him, and strike those who hate him."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""Adversaries"""	" ""Adversaries"""	 The first sentence is more	1	1	1	1
3967	person	wrath	"But if the watchman sees the sword come, and doesn't blow the trumpet, and the people aren't warned, and the sword comes, and take any person from among them; he is taken away in his iniquity, but his blood will I require at the watchman's hand."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
1803	pursuers	scatters	"The pursuers sought them throughout all the way, but didn't find them."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Pursuers"	" ""Scatters"""	 The second sentence is more	1	0	0	1
3606	Gentiles	wings	"to which I was appointed a preacher and an apostle (I am telling the truth in Christ, not lying), a teacher of the Gentiles in faith and truth."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Gentiles"""	" ""Gentiles"""	 The second sentence is more	1	1	0	1
4261	wife	scatters	"Othniel the son of Kenaz, Caleb's younger brother, took it: and he gave him Achsah his daughter as wife."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Wife"" is"	" ""Scatters"""	 The first sentence is more	1	0	1	0
1575	Yahweh	nights	"Yahweh said, Most certainly I will strengthen you for good; most certainly I will cause the enemy to make supplication to you in the time of evil and in the time of affliction."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Yahweh"	" ""Yahweh"	 The first sentence is more	1	1	1	1
22	wheels	shekels	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	" ""Shekels"""	" ""Shekels"""	 The second sentence is more	0	0	0	0
4266	wife	wings	"Othniel the son of Kenaz, Caleb's younger brother, took it: and he gave him Achsah his daughter as wife."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The first sentence is more	0	0	1	0
193	servants	wheels	"Moses called to all Israel, and said to them, You have seen all that Yahweh did before your eyes in the land of Egypt to Pharaoh, and to all his servants, and to all his land;"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	" ""Wheels"""	" ""Servants"" is"	 The second sentence is more	0	1	0	1
2843	ceilings	nights	"the thresholds, and the closed windows, and the galleries around on their three stories, over against the threshold, with wood ceilings all around, and [from] the ground up to the windows, (now the windows were covered),"	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Nights"" is"	" ""Nights"" is"	 The first sentence is more	0	0	1	0
610	horn	wrath	"I have sewed sackcloth on my skin, and have thrust my horn in the dust."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
1710	Abel	name	You shall anoint Jehu the son of Nimshi to be king over Israel; and you shall anoint Elisha the son of Shaphat of Abel Meholah to be prophet in your place.	"If another comes in his own name, you will receive him."	1	" ""Abel"" is"	" ""Abel"" is"	 The first sentence is more	1	1	1	1
700	sheaves	wrath	"In those days saw I in Judah some men treading winepresses on the Sabbath, and bringing in sheaves, and loading donkeys; as also wine, grapes, and figs, and all kinds of burdens, which they brought into Jerusalem on the Sabbath day: and I testified against them in the day in which they sold food."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""Sheaves"" is"	" ""Sheaves"" is"	 The first sentence is more	1	1	1	1
2162	Whenever	scatters	"Whenever any controversy shall come to you from your brothers who dwell in their cities, between blood and blood, between law and commandment, statutes and ordinances, you shall warn them, that they not be guilty towards Yahweh, and so wrath come on you and on your brothers."	A king who sits on the throne of judgment scatters away all evil with his eyes.	0	" ""Scatters"""	" ""Scatters"""	 The first sentence is more	0	0	1	0
373	Eli	wheels	"He ran to Eli, and said, ""Here I am; for you called me."""	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	1	" ""Eli"" is"	" ""Eli"" is"	 The second sentence is more	1	1	0	1
4208	knees	name	"Yet will I leave seven thousand in Israel, all the knees which have not bowed to Baal, and every mouth which has not kissed him."""	"If another comes in his own name, you will receive him."	0	" ""Knees"""	" ""Knees"""	 The first sentence is more	1	1	1	1
1339	wars	wrath	"When you hear of wars and disturbances, don't be terrified, for these things must happen first, but the end won't come immediately."""	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	1	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
1500	precepts	name	I will meditate on your precepts.	"If another comes in his own name, you will receive him."	1	" ""Precepts"""	" ""Precepts"""	" The sentence ""I will"	1	1	0	1
4020	fire	wheels	"and of them shall be taken up a curse by all the captives of Judah who are in Babylon, saying, Yahweh make you like Zedekiah and like Ahab, whom the king of Babylon roasted in the fire;"	"Then the cherubim lifted up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."	0	" ""Wheels"""	" ""Wheels"""	 The first sentence is more	0	0	1	0
526	sons	nights	Moreover Yahweh will deliver Israel also with you into the hand of the Philistines; and tomorrow you and your sons will be with me.	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Nights"" is"	" ""Nights"" is"	 The second sentence is more	0	0	0	0
107	Daniel	adversaries	"The king talked with them; and among them all was found none like Daniel, Hananiah, Mishael, and Azariah: therefore stood they before the king."	"I will beat down his adversaries before him, and strike those who hate him."	0	" ""Adversaries"""	" ""Adversaries"""	 The first sentence is more	0	0	1	0
3396	Latin	wings	"Therefore many of the Jews read this title, for the place where Jesus was crucified was near the city; and it was written in Hebrew, in Latin, and in Greek."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Latin"" is"	" ""Wings"" is"	 The second sentence is more	1	0	0	1
2948	spoilers	name	"There was a trembling in the camp, in the field, and among all the people; the garrison, and the spoilers, they also trembled; and the earth quaked: so there was an exceeding great trembling."	"If another comes in his own name, you will receive him."	1	" ""Spoilers"""	" ""Spoilers"""	 The first sentence is more	1	1	1	1
2597	beach	wings	"But when day had already come, Jesus stood on the beach, yet the disciples didn't know that it was Jesus."	"Don't curse the king, no, not in your thoughts; and don't curse the rich in your bedroom: for a bird of the sky may carry your voice, and that which has wings may tell the matter."	1	" ""Wings"" is"	" ""Wings"" is"	 The second sentence is more	0	0	0	0
2358	gifts	wrath	"and I polluted them in their own gifts, in that they caused to pass through [the fire] all that opens the womb, that I might make them desolate, to the end that they might know that I am Yahweh."	"Moses said to Aaron, ""Take your censer, and put fire from off the altar in it, and lay incense on it, and carry it quickly to the congregation, and make atonement for them; for wrath has gone out from Yahweh!"	0	" ""Wrath"""	" ""Wrath"""	 The first sentence is more	0	0	1	0
2573	astonishment	shekels	"behold, I will send and take all the families of the north, says Yahweh, and I will send to Nebuchadnezzar the king of Babylon, my servant, and will bring them against this land, and against its inhabitants, and against all these nations around; and I will utterly destroy them, and make them an astonishment, and a hissing, and perpetual desolations."	"Of the one thousand seven hundred seventy-five shekels he made hooks for the pillars, overlaid their capitals, and made fillets for them."	0	" ""Astonishment"""	" ""Shekels"""	 The first sentence is more	1	0	1	0
1363	Hittite	scatters	"Bury me with my fathers in the cave that is in the field of Ephron the Hittite,"	A king who sits on the throne of judgment scatters away all evil with his eyes.	1	" ""Hittite"""	" ""Hittite"""	 The first sentence is more	1	1	1	1
3365	Persians	assemblies	"The king answered, The thing is true, according to the law of the Medes and Persians, which doesn't alter."	"I robbed other assemblies, taking wages from them that I might serve you."	0	" ""Assemblies"""	" ""Assemblies"""	 The second sentence is more	0	0	0	0
1425	Mount	nights	"For out of Jerusalem a remnant will go out, and out of Mount Zion those who shall escape."	"In seven days, I will cause it to rain on the earth for forty days and forty nights."	1	" ""Nights"" is"	" ""Nights"" is"	 The second sentence is more	0	0	0	0
