word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt5_answer	prompt7_answer	binary_answer1	binary_answer5	binary_answer7	mode_complexity
desenvolvimento	arrabaldes	efetivar a formação profissional, para atuar na formação técnica, na capacitação gerencial e desenvolvimento pessoal	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""desenvolv"	desenvolviment	"(b). ""p"	1	1	0	1
termo	siclos	— esta é a primeira vez que se alcançou um desenvolvimento a termo com a injeção de espermatozoides em embriões — diz perry, autor sênior de artigo que relata a experiência e seus resultados, publicado ontem no periódico científico nature communications	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	termo.	termo.	"(a). ""—"	1	0	1	1
trombose	inimigos	Embora na maioria assintomáticos, podem causar dor, complicar com trombose ou mesmo rotura.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""trombose"	inimigos.	"(b). ""e"	1	1	0	1
adoção	destino	podendo se evidenciar como sinais clínicos de lombalgias, a imobilidade e a adoção de posturas curvadas com intuito de evitar a dor	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	destino.	destino.	"(a). ""pod"	0	1	1	1
Egito	galeria	Guarda-te, que não te esqueças do SENHOR, que te tirou da terra do Egito, da casa da servidão.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	egito.	galeria	"(a). ""guard"	1	1	1	1
transplantação	inimigos	No primeiro mês após transplantação renal as complicações maisfrequentes foram as infecções bacterianas que ocorreram em 15,4% dos doentes e as complicações associadas à cirurgia que ocorreram em 11,5%; entre 1º e 6º mês prevaleceram as infecções bacterianas (em 34,6%) e virais (em 17,9%) e a partir do sexto mês os factores de risco cardiovascular (hipertensão arterial em 85,9% e dislipidémia em 16,7%).	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	transplantação	inimigos.	"(a). ""no"	1	1	1	1
Egito	destino	Mas rebelaram-se contra mim, e não me quiseram ouvir; ninguém lançava de si as abominações dos seus olhos, nem deixava os ídolos do Egito; então eu disse que derramaria sobre eles o meu furor, para cumprir a minha ira contra eles no meio da terra do Egito.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	egito	destino	"(a). ""mas"	1	1	1	1
joelhos	destino	Também deixei ficar em Israel sete mil: todos os joelhos que não se dobraram a Baal, e toda a boca que não o beijou.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""destino"""	destino.	"(b). ""pass"	0	1	0	0
tráfico	rodas	Eles, porém, não fazendo caso, foram, um para o seu campo, outro para o seu tráfico;	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	tráfico.	tráfico.	"(b). ""ent"	1	0	0	0
colegas	siclos	Das 18 categorias dos Fatores Ambientais, a descrita na maior parte dos relatórios como Barreira foi a atitudes individuais de conhecidos, pares, colegas, vizinhos e membros da comunidade.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""siclos"""	colegas.	"(a). ""d"	0	0	1	0
Baal	arrabaldes	Também deixei ficar em Israel sete mil: todos os joelhos que não se dobraram a Baal, e toda a boca que não o beijou.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""baal"" is"	arrabaldes	"(b). ""p"	1	1	0	1
reino	noites	Ali haverá choro e ranger de dentes, quando virdes Abraão, e Isaque, e Jacó, e todos os profetas no reino de Deus, e vós lançados fora.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	noites.	noites	"(b). ""p"	0	1	0	0
pedra	siclos	E disseram uns aos outros: Eia, façamos tijolos e queimemo-los bem. E foi-lhes o tijolo por pedra, e o betume por cal.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	siclos	pedra.	"(b). ""e"	0	0	0	0
termo	inimigos	— esta é a primeira vez que se alcançou um desenvolvimento a termo com a injeção de espermatozoides em embriões — diz perry, autor sênior de artigo que relata a experiência e seus resultados, publicado ontem no periódico científico nature communications	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""inimigos"	"""inimigos"	sentence (a)	0	1	1	1
Satanás	nome	E Jesus, respondendo, disse-lhe: Vai-te para trás de mim, Satanás; porque está escrito: Adorarás o SENHOR teu Deus, e só a ele servirás.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	satanás.	"""nome"" is"	"(a). ""e"	1	1	1	1
tamanho	nome	Os fatores relacionados com um pior prognóstico foram o subtipo histológico (carcinóides típicos versus carcinóides atípicos), o tamanho do tumor, o envolvimento ganglionar e a presença de metástases.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	nome.	nome.	"(a). ""os"	0	1	1	1
sucesso	rodas	Resultados: Em 78% dos casos a abordagem inicial foi médica, com encerramento comprovado da perfuração em média ao fim de 20 dias; 22% dos doentes (dois casos) foram submetidos a cirurgia sem sucesso, acabando um deles por curar sem sequelas com pausa alimentar e terapêutica médica; no outro caso verificou-se necessidade de realizar posteriormente uma esofagocoloplastia.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	0	"""sucesso"""	rodas	"(a). ""result"	1	1	1	1
testemunhas	nome	E não o achavam; apesar de se apresentarem muitas testemunhas falsas, não o achavam. Mas, por fim chegaram duas testemunhas falsas,	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	testemunhas.	nome.	"(a). ""e"	1	1	1	1
referendo	inimigos	o acordo será assinado na segunda-feira em cartagena, em um ato que contará com a presença do secretário-geral da onu, ban ki-moon, e depois será submetido a um referendo no dia 2 de outubro	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	referendo.	inimigos.	"(a). ""o"	1	1	1	1
autorização	arrabaldes	questionado sobre os documentos da criança o condutor que é funcionário do avós da mesma em uma propriedade rural confessou ter pego a menina sem autorização da família que é da cidade de xambre, no paraná	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""autorizaç"	autorização	"(b). ""p"	1	0	0	0
conversor	inimigos	as tvs de tela plana, com fabricação mais antiga, podem vir com o conversor digital integrado e, com isso, é necessário apenas comprar uma antena digital para receber imagens com maior qualidade, em resolução hd	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""conversor"""	inimigos	"(b). ""e"	1	1	0	1
inibidores	arrabaldes	Além disso, algumas respostas não são duradouras e ainda não é claro se os inibidores podem ser interrompidos em doentes em remissão prolongada.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	inibidores is	arrabaldes.	"(b). ""p"	1	1	0	1
mecanismo	galeria	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	mecanismo.	galeria.	"(a). ""a"	1	1	1	1
Pai	arrabaldes	E também o Pai a ninguém julga, mas deu ao Filho todo o juízo;	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	pai.	"(b). ""p"	0	0	0	0
padrões	dissipa	eu me recuso a aceitar os padrões	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	"""padrõ"	padrões	"(b). ""ass"	1	0	0	0
nacionais	observadores	o objetivo deste trabalho foi levantar uma reflexão da falta de discussão de ética nos planos nacionais de educação, disse a professora aparecida pacheco	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	observadores.	"(a) ""o"	0	1	1	1
Figuras	siclos	Os participantes foram submetidos à avaliação clínica com neurologista seguida de avaliação neuropsicológica com os instrumentos MEEM, Teste do Desenho do Relógio, Teste de Fluência Verbal Semântica e Fonêmica, Teste de Memória de Figuras (FMT), Teste Stroop de Cores e Palavras, Teste das Trilhas (TMT), Span de Dígitos WAIS III, Teste de Aprendizagem Auditivo-Verbal de Rey (RAVLT), Teste de Organização Visual de Hooper e Inventário de Depressão de Beck (BDI).	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	siclos	siclos.	"(a). ""os"	0	1	1	1
jumentos	arrabaldes	Depois levou os homens à casa de José, e deu-lhes água, e lavaram os seus pés; também deu pasto aos seus jumentos.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""jumentos"""	arrabaldes	"(b). ""p"	1	1	0	1
item	nome	a mobilização precisa ser em torno de cada item da pauta de reivindicações	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	nome.	item.	"(b). ""e"	0	0	0	0
Gad	dissipa	Então disse Davi a Gade: Estou em grande angústia; porém caiamos nas mãos do SENHOR, porque muitas são as suas misericórdias; mas nas mãos dos homens não caia eu.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	1	dissipa	dissipa.	"(a). ""ent"	0	1	1	1
padrões	nome	O objetivo deste estudo foi determinar os padrões de suscetibilidade aos antibióticos das estirpes bacterianas isoladas em uroculturas positivas efetuadas em doentes da regiÉo centro de Portugal.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	padrões	nome.	"(a). ""o"	1	1	1	1
lesões	nome	Após uma semana de evolução constatou-se resolução completa das lesões cutâneas.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	lesões	nome	"(b). ""e"	1	1	0	1
sessão	siclos	ele também presidiu a sessão da casa, em 17 de abril, que autorizou a ida do processo para o senado e que destitui dilma provisoriamente	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""sessão"""	sessão.	"(b). ""e"	1	0	0	0
praia	observadores	E os midianitas, os amalequitas, e todos os filhos do oriente jaziam no vale como gafanhotos em multidão; e eram inumeráveis os seus camelos, como a areia que há na praia do mar.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	observadores.	praia	"(a). ""e"	0	0	1	0
substituição	nome	luzetti teve contas relacionadas a seu nome reprovadas pelo tce porque, em sua época de gestor no tca, não houve a substituição de parte da frota de ônibus e houve déficit orçamentário, de 1,23%, além de erros, como dispensa de licitação em compras de itens previsíveis	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	substituição	nome	"(a). ""lu"	1	1	1	1
anjo	dissipa	E o anjo respondeu, dizendo-me: Estes são os quatro espíritos do céu, saindo donde estavam perante o Senhor de toda a terra.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	dissipa.	dissipa is more	"(a). ""e"	0	1	1	1
Misrefote-Maim	noites	Todos os que habitam nas montanhas desde o Líbano até Misrefote-Maim, todos os sidônios; eu os lançarei de diante dos filhos de Israel; tão-somente reparte a terra em herança a Israel, como já te mandei.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""misrefote-"	noites.	"(a). ""t"	1	1	1	1
extremidade	nome	Comparar o índice de massa corporal (IMC) de pacientes com fratura da extremidade proximal do fêmur com o IMC de pacientes sem história prévia de fraturas.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	extremidade	nome.	"(b) ""e"	1	1	1	1
continuação	siclos	na marcha para a europa, os manifestantes exigem uma pausa no processo do brexit e uma continuação de laços culturais e econômicos estreitos com a europa	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""continuação"	continuação.	"(b). ""e"	1	0	0	0
posições	rodas	a partir das deformidades identificadas é que se pode identificar qual a real necessidade de exercícios de alongamento, de posições estáticas, de musculação, de manipulação de vértebras, de liberação miofascial ou de tratamentos fisioterápicos	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""posiç"	rodas.	"(a). ""a"	1	1	1	1
interceder	noites	Portanto, pode também salvar perfeitamente os que por ele se chegam a Deus, vivendo sempre para interceder por eles.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	interceder.	noites.	"(b). ""p"	1	1	0	1
isenção	noites	com o certificado, as entidades ganham a isenção das contribuições sociais e podem celebrar, entre outras coisas, convênios com o setor público com menos burocracia	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""isenção"""	noites.	"(b). ""p"	1	1	0	1
reinou	noites	Da idade de trinta e dois anos era Jeorão, quando começou a reinar; e reinou oito anos em Jerusalém.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	reinou is more difficult	noites.	"(b). ""p"	1	1	0	1
bactérias	noites	As bactérias multirresistentes mais frequentemente identificadas foram SAMR (35,8%), PAMR (29,2%) e bacilos gram negativos com fenótipo ESBL (17,9%).	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""bactéri"	noites	"(a). ""as"	1	1	1	1
deficiências	observadores	contratar profissionais especializados nas clinicas de maior demanda montagem de serviço de atendimento domiciliar para pessoas idosas, portadoras de deficiências e necessidades especiais criar samu	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	deficiênci	observadores	"(a) "" cont"	1	1	1	1
diferenças	inimigos	As características da superfície dinâmicas da GA apresentaram diferenças significativas entre os dois grupos, a tensão de superfície mínima sendo o parâmetro mais importante para a avaliação da maturidade surfactante.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""diferenç"	diferenças	"(a). ""as"	1	0	1	1
subconjunto	observadores	Acredita-se que o subconjunto poderá orientar de forma segura e sistemática os enfermeiros que trabalham na área materno-infantil, favorecendo a execução do Processo de Enfermagem e promovendo a qualidade da assistência, centrada na mulher, na criança e na família que estão vivenciando o processo de amamentação.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	subconjunto	observadores.	"(a). ""ac"	1	1	1	1
organização	siclos	a vacina é aprovada pela organização mundial de saúde (oms) e ministério da saúde, bem como já foi testada por mais de 20 anos pelo laboratório fabricante antes de chegar aos pacientes	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""organização"	organização.	"(b). ""e"	1	0	0	0
incenso	inimigos	E a trará aos filhos de Arão, os sacerdotes, um dos quais tomará dela um punhado da flor de farinha, e do seu azeite com todo o seu incenso; e o sacerdote a queimará como memorial sobre o altar; oferta queimada é, de cheiro suave ao SENHOR.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	""" incenso"""	inimigos.	"(a). ""e"	1	1	1	1
domínio	nome	Como ovelhas são postos na sepultura; a morte se alimentará deles e os retos terão domínio sobre eles na manhã, e a sua formosura se consumirá na sepultura, a habitação deles.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	domínio.	nome.	"(a). ""com"	1	1	1	1
morada	siclos	A soberba do teu coração te enganou, como o que habita nas fendas das rochas, na sua alta morada, que diz no seu coração: Quem me derrubará em terra?	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""morada"" is"	morada	"(a). ""a"	1	0	1	1
lodo	arrabaldes	as que sobrevivem à umidade estão cobertas de folhas mortas e lodo	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes is	arrabaldes.	"(b). ""p"	0	1	0	0
dica	siclos	Material e Métodos: Foram analisados os dados demográficos (nacionalidade, género) e académicos (escola médica de origem, média de curso, ano do exame) de 8956 candidatos ao exame nacional de seriação e estudada a sua relação com a classificação obtida no exame.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	siclos.	"""dica"" is"	"(b). ""e"	0	0	0	0
renúncia	siclos	ainda segundo ele, mesmo que cunha surpreenda e renuncie na prorrogação do segundo tempo, essa renúncia não muda em nada o processo de votação	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	renúncia	renúncia	"(a). ""ain"	1	0	1	1
troca	rodas	a demora para a realização da troca está relacionada à correção a um erro	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	0	troca	rodas.	"(b). ""ent"	1	1	0	1
oligarquia	nome	a usurpação social em fhc era a que a legislação criada pela oligarquia dominante permitia, era a usurpação legal	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""oligarqu"	nome	"(a). ""a"	1	1	1	1
animal	nome	Discussão: A vascularização do plexo braquial do rato não é muito diferente da reportada na espécie humana, tornando o rato um modelo animal útil para o estudo experimental da fisiopatologia e tratamento da patologia do nervo periférico.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	nome.	animal.	"(a). ""discuss"	0	0	1	0
pais	galeria	Para que confirme o juramento que fiz a vossos pais de dar-lhes uma terra que manasse leite e mel, como se vê neste dia. Então eu respondi, e disse: Amém, ó SENHOR.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	"""galeria"" is"	galeria	"(a). ""p"	0	1	1	1
pecado	noites	E se o meu povo, que se chama pelo meu nome, se humilhar, e orar, e buscar a minha face e se converter dos seus maus caminhos, então eu ouvirei dos céus, e per-doarei os seus pecados, e sararei a sua terra.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	pecado.	noites.	"(a). ""e"	1	1	1	1
texto	destino	este texto acima é show, já vou compartilha-lo o máximo que puder	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino.	texto	"(b). ""pass"	0	0	0	0
encaminhamento	arrabaldes	será permitido que quatro senadores façam o encaminhamento da votação, sendo dois favoráveis ao libelo acusatório e dois contrários	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes is	"""arrabaldes"	"(b). ""p"	0	1	0	0
teias	nome	As suas teias não prestam para vestes nem se poderão cobrir com as suas obras; as suas obras são obras de iniqüidade, e obra de violência há nas suas mãos.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""teias"" is"	nome	"(a). ""as"	1	1	1	1
aplausos	arrabaldes	certamente não, respondeu, entre aplausos	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	aplausos	"(b). ""p"	0	0	0	0
emaranhados	inimigos	A dooença de Alzheimer (DA) é uma demência que acomete uma grande parcela da população idosa e caracteriza-se pela presença de emaranhados neurofibrilares e placas senis.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	emaranhados.	inimigos.	"(a). ""a"	1	1	1	1
aumentar	destino	Resultados: Os resultados mostraram ausência de associação estatisticamente significativa entre a gravidade da lesão e o estado físico do DNA dos HPV 16 e 18. A superexpressão dos transcritos do RNAm E6/E7 e a carga viral dos HPV 16 e 18 aumentaram significativamente em função do grau da lesão.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino	aumentar.	"(a). ""result"	0	0	1	0
homens	observadores	O batismo de João era do céu ou dos homens?	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	observadores	"(b). ""de"	0	1	0	0
córnea	noites	A zaragatoa da base da úlcera de córnea permitiu a identificação de colónias de Elizabethkingia meningoseptica.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""córnea"	noites	"(a). ""a"	1	1	1	1
Corinto	noites	Erasto ficou em Corinto, e deixei Trófimo doente em Mileto.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	corinto.	noites.	"(b). ""p"	1	1	0	1
joelhos	noites	Também deixei ficar em Israel sete mil: todos os joelhos que não se dobraram a Baal, e toda a boca que não o beijou.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	joelhos	noites.	"(b). ""p"	1	1	0	1
virgindade	rodas	Porém se isto for verdadeiro, isto é, que a virgindade não se achou na moça,	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	virgindade.	"""rodas"" is"	"(b). ""ent"	1	1	0	1
Barrabás	galeria	Então todos tornaram a clamar, dizendo: Este não, mas Barrabás. E Barrabás era um salteador.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"barrabás
"	galeria.	"(a). ""ent"	1	1	1	1
perseguidores	nome	Foram-se, pois, e chegaram ao monte, e ficaram ali três dias, até que voltaram os perseguidores, porque os perseguidores os buscaram por todo o caminho, porém não os acharam.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""perseguid"	nome	"(a). ""for"	1	1	1	1
casa	observadores	Contudo, diz a casa de Israel: O caminho do Senhor não é direito. Porventura não são direitos os meus caminhos, ó casa de Israel? E não são tortuosos os vossos caminhos?	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	casa.	"(a). ""cont"	0	0	1	0
meses	nome	Aos 8,2 ± 2,5 meses de estudo evolutivo 33,3% dos doentes encontravam-se sob anticoagulação sem que os novos anticoagulantes tivessem sido prescritos.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	nome.	nome.	"(a). ""a"	0	1	1	1
semana	arrabaldes	desenvolver iniciativas para atrair a família à escola, cedendo às comunidades seus equipamentos nos finais de semana	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	"""semana"""	"(b). ""p"	0	0	0	0
nacionais	siclos	o objetivo deste trabalho foi levantar uma reflexão da falta de discussão de ética nos planos nacionais de educação, disse a professora aparecida pacheco	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	nacionais.	nacionais.	"(b) ""e"	1	0	1	1
firmas	rodas	os argumentos do governo são de que a medida poderá preservar empregos e reduzir prejuízos de empresas com crédito a receber de firmas em recuperação judicial	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""firmas"""	rodas.	"(a). ""os"	1	1	1	1
lombos	noites	Então lhe disseram os seus servos: Eis que já temos ouvido que os reis da casa de Israel são reis clementes; ponhamos, pois, sacos aos lombos, e cordas às cabeças, e saiamos ao rei de Israel; pode ser que ele te poupe a vida.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""lombos"""	noites.	"(a). ""ent"	1	1	1	1
favo de mel	arrabaldes	Porém Jônatas não tinha ouvido quando seu pai conjurara o povo, e estendeu a ponta da vara que tinha na mão, e a molhou no favo de mel; e, tornando a mão à boca, aclararam-se os seus olhos.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	favo de mel.	"(a). ""p"	0	0	1	0
derivados	galeria	Os principais fatores de custo, em ordem descendente, foram custo de oportunidade (perda de produtividade); diagnóstico e tratamento de comorbidades; e administração de medicamentos, oxigênio e derivados do sangue.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"""derivados"""	galeria.	"(a). ""os"	1	1	1	1
canto	galeria	Servi ao SENHOR com alegria; e entrai diante dele com canto.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"the word ""canto"	galeria	"(b). ""na"	1	1	0	1
pernas	siclos	O SENHOR te ferirá com úlceras malignas nos joelhos e nas pernas, de que não possas sarar, desde a planta do teu pé até ao alto da cabeça.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	pernas.	siclos.	"(a). ""o"	1	1	1	1
fruto	arrabaldes	Porque ainda que a figueira não floresça, nem haja fruto na vide; ainda que decepcione o produto da oliveira, e os campos não produzam mantimento; ainda que as ovelhas da malhada sejam arrebatadas, e nos currais não haja gado;	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""arrabaldes"	arrabaldes.	"(b). """	0	1	0	0
coisas	galeria	E lhe disseram: Com que autoridade fazes tu estas coisas? ou quem te deu tal autoridade para fazer estas coisas?	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	"""coisas"""	coisas.	"(a). ""e"	1	0	1	1
