word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt5_answer	prompt7_answer	binary_answer1	binary_answer5	binary_answer7	mode_complexity
realização	visualizar	com realização da seven entretenimento e art rec, a cidade recebe no sábado, dia 17 de setembro, o show 50 anos de música, em que esses três ícones da música popular brasileira celebram meio século de  bem-sucedidas carreiras que marcaram a história e a arte do país	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	"""realização"	visualizar	"(a). ""com"	1	1	1	1
impunidade	comitês	ainda na tribuna da câmara, lamachia afirmou que a oab tem sido chamada como nunca a participar do debate nacional e afirmou o compromisso da instituição com o combate à corrupção e à impunidade	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	1	impunidade	comitês	"(a). ""a"	1	1	1	1
apresentação	galeria	os advogados e aliados de cunha querem que o plenário da câmara vote um projeto de resolução, com possibilidade de apresentação de destaques, o que poderia contribuir para a proposição de uma pena mais branda ao peemedebista	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	apresentação	apresentação	"(a) ""os"	1	0	1	1
proteções	comitês	a relatora compartilha das preocupações e medos sobre regressões em proteções legais e institucionais, indicou	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	"""proteç"	comitês	"(b). ""p"	1	1	0	1
crise	galeria	crise passa longeentre tanta coisa que precisa ser revista neste país, está na hora de alguém, com devida autoridade, vasculhar melhor o funcionamento das negociatas que envolvem vendas de horários da tv para igrejas	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	crise.	galeria	"(a). ""cr"	1	1	1	1
segurança	comitês	mas o mais importante, transparência total na planilha para a população saber de verdade quanto custa a tarifa e melhorar a segurança tanto nos ônibus quanto nos terminais, finalizou	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	segurança	segurança	"(b). ""par"	1	0	0	0
progresso	observadores	agradeço a alta consideração demonstrada pela igreja católica, que tem em seu coração o compromisso com a paz e o progresso das nações e que, como pode assegurar várias vezes à vossa excelência, se mostra disponível para contribuir com a superação da crise que aflige a venezuela, escreveu o secretário de estado	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	progresso	"(a). ""ag"	0	0	1	0
troca	galeria	a demora para a realização da troca está relacionada à correção a um erro	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	troca is more difficult	galeria.	"(b). ""na"	1	1	0	1
posições	galeria	a partir das deformidades identificadas é que se pode identificar qual a real necessidade de exercícios de alongamento, de posições estáticas, de musculação, de manipulação de vértebras, de liberação miofascial ou de tratamentos fisioterápicos	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	posiçõ	galeria	"(a). """	1	1	1	1
tentar	tributação	"motociclista tentar realizar conversão e morre em avenida da capital"	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	tributação	"(b). ""a"	0	1	0	0
exemplo	autoridades	especialistas afirmam que o problema está no fato de ser um alimento processado, independentemente se a salsicha for misturada com ingredientes saudáveis, como a salada e o macarrão, por exemplo	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	0	"""autoridades"	autoridades	"(a). ""es"	0	1	1	1
empreendimento	observadores	todo empreendimento é cercado, pois não permitirá a visitação pública	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""empreend"	observadores	"(b) ""de"	1	1	1	1
rigor	visualizar	no supremo, a atuação da ministra pode ser resumida pelo rigor em casos envolvendo corrupção, pela postura firme a favor dos direitos das mulheres e o trato com a coisa pública	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	"""rigor"" is"	rigor	"(a). ""no"	1	0	1	1
reembolso	ofensa	além disso, o mpf aponta que a quantia não tem sido paga com antecedência, fazendo com que os usuários aguardem por meses o reembolso	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	reembolso	ofensa.	"(b). ""o"	1	1	0	1
soluções	galeria	a instituição passou por uma verdadeira reformulação que teve como objetivo único trazer a caixa beneficente para os momentos de glórias, tal como nos primeiros anos de sua criação, e voltar a ser referência em soluções para o bem-estar do associado, informa a página na internet	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	soluçõ	galeria	"(a). ""a"	1	1	1	1
progresso	galeria	agradeço a alta consideração demonstrada pela igreja católica, que tem em seu coração o compromisso com a paz e o progresso das nações e que, como pode assegurar várias vezes à vossa excelência, se mostra disponível para contribuir com a superação da crise que aflige a venezuela, escreveu o secretário de estado	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	progresso	galeria	"(a). ""ag"	1	1	1	1
embalar	autoridades	uma playlist foi montada através de sugestões do público pelo facebook e instagram para embalar as atividades	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	1	"""autoridades"	autoridades.	"(b). ""a"	0	1	0	0
estrada	tributação	a estrada é uma pequena amostra do desleixo do poder público com um lugar outrora tão bonito e acolhedor	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	tributação	"(b). ""a"	0	1	0	0
segurança	tributação	5º, liv), corresponde, portanto, à essência da soberania do plenário, ou seja, do poder do colegiado pleno de modificar a escolha lavrada pelos responsáveis por provocar a competência disciplinar da câmara, alegou wellington roberto ao ingressar com o mandado de segurança	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	segurança.	"(a). ""5"	0	0	1	0
ocasião	ofensa	na ocasião os aliados da ditadura ou do regime discricionário como queiram sabendo do quanto às diretas desgastariam a imagem do poder iniciaram uma incrível e maciça infidelidade partidária migrando parte para o pmdb e criando a frente liberal apresentando a nação o pfl	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	"""ocasião"""	ocasião.	"(b). ""o"	1	0	0	0
empresa	autoridades	por isso, a empresa resolveu investir na máquina cata moeda prosegur, instala na unidade do alto da xv do grupo	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	0	autoridades.	empresa	"(a). ""por"	0	0	1	0
explicação	destino	a explicação é que puccini não havia concluído a ópera, que foi terminada por um dos discípulos mais talentosos de puccini - franco alfano	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""destino"" is"	destino	"(b). ""pass"	0	1	0	0
proteções	autoridades	a relatora compartilha das preocupações e medos sobre regressões em proteções legais e institucionais, indicou	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	1	proteçõ	autoridades	"(a). ""a"	1	1	1	1
interesse	comitês	a comida de rua dá um valor a cidade que tem um interesse turístico,	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês.	interesse	"(b). ""p"	0	0	0	0
processos	autoridades	por último, mas não menos importante, o controle dos processos de separação, expedição e entrega da mercadoria deve estar no escopo de ações para redução de fraudes e desvios de mercadoria no comércio eletrônico	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	0	processos	autoridades	"(a). ""por"	1	1	1	1
adoção	tributação	podendo se evidenciar como sinais clínicos de lombalgias, a imobilidade e a adoção de posturas curvadas com intuito de evitar a dor	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	tributação	tributação	"(a). ""pod"	0	1	1	1
investigação	observadores	é estarrecedor saber que o próprio governador, chefe da polícia do estado e, de consequência, de todo o aparelho de segurança, usa a banda podre da polícia para, supostamente, cometer crime de assassinato, conforme investigação a cargo do stj, por ação do mpf	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""investigação"	investigação.	"(a) ""é"	1	0	1	1
capital	observadores	"motociclista tentar realizar conversão e morre em avenida da capital"	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	observadores.	capital	"(b). ""de"	0	0	0	0
todo	responsabilidade	origem – todo esse problema com as importações existe porque o mercosul é uma união aduaneira	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	0	responsabilidade.	responsabilidade	"(a). ""orig"	0	1	1	1
von	ofensa	na avaliação do presidente da contraf, roberto von der osten, a proposta não atende às demandas dos trabalhadores	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	von is more difficult than	von	"(b). ""o"	1	0	0	0
contribuição	ofensa	a chegada dos food trucks também da uma outra contribuição à comida de rua	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	0	contribuição	contribuição	"(b). ""o"	1	0	0	0
facto	ofensa	facto com relevo na sondagem é o resultado dos que admitem vir a perder economicamente com a saída da grã-bretanha da união europeia	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	"""facto"" is"	ofensa	"(b) ""o"	1	1	1	1
ingredientes	galeria	especialistas afirmam que o problema está no fato de ser um alimento processado, independentemente se a salsicha for misturada com ingredientes saudáveis, como a salada e o macarrão, por exemplo	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	"""ingredientes"	"""galeria"" is"	"(a). ""e"	1	1	1	1
elite	observadores	ao todo serão 90 touros, superiores e elite da prova de ganho de peso (pgp) da nelore-mt com avaliação genética triplamente provada	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	elite.	elite	"(a). ""ao"	1	0	1	1
problemas	ofensa	na hora da reunião a gente senta e coloca todos os problemas e decide o que fazer junto com a comunidade	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	0	problemas.	problemas.	"(b). ""o"	1	0	0	0
festas	mecanismo	o assassinato do policial motivou fortes protestos da sociedade para a devida punição de seus autores e o fim das festas no espaço alternativo	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	"""mecanismo"	festas.	"(a). ""o"	0	0	1	0
presidente	tributação	no pentágono, a cerimônia contou com a presença do presidente barack obama	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	presidente	"(b). ""a"	0	0	0	0
atendimento	autoridades	criar de centro de referência para atendimento à mulher	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	0	"""autoridades"	autoridades.	"(a). ""c"	0	1	1	1
marca	destino	muitos são os fatos que envolvem esse momento que marca uma passagem, uma transição para um mundo melhor	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino is more difficult	marca.	"(b). ""pass"	0	0	0	0
democracia	destino	a crise não é só do pt, é da democracia brasileira	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	democracia.	destino.	"(b). ""pass"	1	1	0	1
sustentabilidade	destino	a preocupação com sustentabilidade vem crescendo em todos os setores e os investidores estarão cada vez mais atentos a isso, afirma luciane	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	"""sustentabil"	destino.	"(b). ""pass"	1	1	0	1
defesa	galeria	ao considerar o laudo pericial como insuficiente, incompleto e impreciso, a defesa de dilma rousseff requereu ao tse que nova perícia contábil seja realizada e considere as 8 mil páginas de documentos juntadas aos autos e não examinadas pela perícia anterior, conclui a nota	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	"""defesa"" is"	galeria	"(a). ""a"	1	1	1	1
sessão	visualizar	ele também presidiu a sessão da casa, em 17 de abril, que autorizou a ida do processo para o senado e que destitui dilma provisoriamente	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	"""sessão"""	visualizar	"(a). ""ele"	1	1	1	1
extremismo	responsabilidade	demais temas que preocupam pouco os brasileiros são declínio moral (7%), alta do extremismo (3%), terrorismo (2%), imigração (1%), ameaças contra o meio ambiente (4%) e mudança climática (2%)	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	extremismo.	responsabilidade.	"a. ""dem"	1	1	1	1
enquete	ofensa	o filme em exibição será o nacional 'um namorado para minha mulher', e foi escolhido pelas próprias mães por meio de enquete no site da associação cinematerna - www	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	enquete.	ofensa	"(b). ""o"	1	1	0	1
continuação	observadores	na marcha para a europa, os manifestantes exigem uma pausa no processo do brexit e uma continuação de laços culturais e econômicos estreitos com a europa	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	continuação	"(b). ""de"	0	0	0	0
adesão	mecanismo	organizada pela frente povo sem medo e pela frente brasil popular, mas com adesão de diversos grupos, a manifestação saiu da avenida paulista, às 17h30, e seguiu em passeata até o parque do ibirapuera, onde chegou às 19h30	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	1	"""adesão"" is"	mecanismo	"(b). ""a"	1	1	0	1
insistência	tributação	a insistência com a aplicação de sanções políticas, nomeadamente a exigência de certidões negativas para contratação com o setor público e a participação em procedimentos licitatórios, é repudiada tanto por decisões do stf, quanto pelo senso comum, pois somente a própria atividade econômica do devedor seria capaz de propiciar recursos para saldar sua dívida	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	insistência	tributação	"(a). ""a"	1	1	1	1
progresso	mecanismo	agradeço a alta consideração demonstrada pela igreja católica, que tem em seu coração o compromisso com a paz e o progresso das nações e que, como pode assegurar várias vezes à vossa excelência, se mostra disponível para contribuir com a superação da crise que aflige a venezuela, escreveu o secretário de estado	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	progresso.	mecanismo.	"(a). ""ag"	1	1	1	1
texto	visualizar	este texto acima é show, já vou compartilha-lo o máximo que puder	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	0	visualizar	texto	"(b): ""f"	0	0	1	0
procedimentos	destino	ampliar a resolutividade das ações e procedimentos do ceo	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	procedimentos	destino	"(b). ""pass"	1	1	0	1
orçamento	tributação	outrora a mais sofisticada máquina de guerra da américa do sul, hoje o orçamento de defesa da argentina é o menor da américa do sul — apenas 1	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	"""tributaç"	orçamento.	"(a). ""out"	1	0	1	1
adesão	tributação	@@@ já em colorado do oeste, o concorrente do pv, edmilson rodrigues, o edinho da rádio, aposta na adesão de dois grupos comunitários de peso para potencializar sua candidatura	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	"""tributaç"	tributação	"(b). ""a"	1	1	0	1
emitir	destino	o candidato ou partido ainda precisa emitir um recibo diretamente do sistema de prestação de contas eleitorais, do tse, para cada contribuição	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""emitir"""	destino.	"(b). ""pass"	1	1	0	1
meta	autoridades	há uma literatura cada vez mais abundante sobre essas alternativas de política monetária como a de revisar a meta de inflação (…) ou implementar taxas de juros negativa, como na europa	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	0	"""meta"" is more"	meta	"(a). ""h"	1	0	1	1
procedimento	responsabilidade	montagner foi levado do instituto médico legal de sergipe (iml) para uma funerária, onde foi submetido a um procedimento de conservação	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	"""procedimento"	responsabilidade	"(a). ""mont"	1	1	1	1
festas	ofensa	o assassinato do policial motivou fortes protestos da sociedade para a devida punição de seus autores e o fim das festas no espaço alternativo	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	0	ofensa.	festas	"(b). ""o"	0	0	0	0
intérpretes	visualizar	nos jogos surdolímpicos, os atletas são capazes de competir e interagir entre si livremente, sem a necessidade de intérpretes de língua de sinais	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	"""intérpretes"	"""visualizar"""	"(a). ""nos"	1	1	1	1
consultas	mecanismo	no caso de renúncia de um premier, a decisão final é sempre do presidente da república, que pode aceitar o pedido e iniciar consultas para formar um novo governo, dissolver o parlamento e convocar eleições ou até mesmo manter o premier para um gabinete de objetivo definido	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	"""mecanismo"	mecanismo	"(a). ""no"	0	1	1	1
organizações	responsabilidade	as organizações terroristas se valiam das facilidades de transferência de dinheiro para financiar grupos em vários lugares do mundo	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	it depends on the context	organizaçõ	"(a). "" as"	1	1	1	1
compromissos	comitês	além disso, estabelecer horário de funcionamento que seja acessível aos trabalhadores, estendendo o expediente até as 20 horas todos os dias para que as pessoas possam utilizar os serviços do sistema sem interferir com seus compromissos de trabalho	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comprissos	compromissos	"(a). ""al"	1	0	1	1
mecanismo	ofensa	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	mecanismo.	ofensa	"(b). ""o"	1	1	0	1
passos	galeria	o ministro confirmou que nesta terça-feira, 13, o governo deve anunciar os próximos passos do programa de concessões, mas não adiantou nenhum detalhe	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	passos	galeria	"(a). ""o"	1	1	1	1
esforços	tributação	diante de tal quadro, copasa e a administração pública de entre folhas não mediram esforços para que o problema fosse sanado, pelo menos provisoriamente	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	"""esforços"	esforços	"(a). ""d"	1	0	1	1
comentários	ofensa	às vezes, no entanto, os comentários em suas publicações podem ser indelicados, disse systrom	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	0	comentários	comentários	"(b). ""o"	1	0	0	0
condolências	responsabilidade	o presidente norte-americano barack obama terá a oportunidade de oferecer suas condolências pessoais para duterte, em uma reunião entre os dois líderes paralela ao evento que reúne as nações do sudeste asiático no laos, na próxima semana, disse price	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	"""condolên"	responsabilidade	"(a). ""o"	1	1	1	1
setores	observadores	cosan (csan3)a cosan é uma das maiores corporações do brasil, com negócios em setores estratégicos para o desenvolvimento brasileiro	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	setores  (se	observadores.	"(b). ""de"	1	1	0	1
página	visualizar	uma página de loro numa rede social tem mais de 13 mil seguidores, e campanhas pelo seu aparecimento têm sido feitas	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	0	"""visualizar"""	página	(b).	0	0	0	0
texto	comitês	este texto acima é show, já vou compartilha-lo o máximo que puder	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês	texto.	"(b). ""p"	0	0	0	0
economias	responsabilidade	teve por objetivo apenas dizer que havia assumido a presidência da república e precisava viajar para o encontro dos dirigentes das vinte maiores economias do mundo	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	"""economias"" is"	responsabilidade	"(a). ""te"	1	1	1	1
legislador	mecanismo	caso se pretendesse que outros afastamentos também suspendessem o estágio probatório, o legislador os teria inserido no rol do art	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	1	legislador	mecanismo.	(a).	1	1	1	1
conformidade	comitês	garantir que o armazenamento de óleo combustível esteja em conformidade com as normas da abnt, bem como sua destinação respeite resolução do conama, com apresentação de relatório de diagnóstico em 30 dias	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	"""conformidade"	comitês.	"(a). ""gar"	1	1	1	1
empresa	galeria	por isso, a empresa resolveu investir na máquina cata moeda prosegur, instala na unidade do alto da xv do grupo	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	empresa.	empresa	"(a). ""por"	1	0	1	1
violação	visualizar	o cnj (conselho nacional de justiça) abriu investigação para aferir eventual violação de deveres funcionais pelo desembargador ivan sartori, do tribunal de justiça de são paulo	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	violação	"""visualizar"""	"(a). """	1	1	1	1
descarga	comitês	uma pomba que teria pousado em algum ponto vulnerável da fiação teria causado a descarga	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês	descarga	"(b). ""p"	0	0	0	0
áreas	responsabilidade	também é preciso eliminar os ovos do mosquito, que são capazes de resistir em áreas secas por até um ano	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	"""responsabilidade"	"""áreas"""	(a) “	0	0	1	0
progresso	galeria	este debate inconclusivo sobre o progresso e a proteção tem sido travado por muitos anos, mas agora alguns políticos alegam que devido a recessão econômica, os escândalos de corrupção e as lutas políticas, devemos atingir os interesses nacionais de forma rápida e concisa	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	progresso.	progresso.	"a. ""e"	1	0	1	1
superfície	ofensa	a empresa fez uma extensa apresentação sobre o processo avançado de polimento que fez na superfície do dispositivo para garantir o acabamento elegante	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	0	ofensa.	ofensa.	"(b). ""o"	0	1	0	0
início	visualizar	com céu nublado no início do dia em ponta porã, a mínima será de 12°c e máxima não passa dos 25°c	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	0	"""início"	visualizar	"(b). ""f"	1	1	0	1
delegação	tributação	vitória está pronto – com o lateral-direito norberto e o zagueiro kanu integrados ao grupo, e sem o meia serginho, desligado na segunda-feira (18) quando a delegação chegou a belo horizonte – o jogador já atuou na competição pelo santos – o treinador vagner mancini levou os jogadores à cidade do galo, ct do atlético mineiro, em vespasiano, na tarde desta terça (19)	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	it depends on context.	delegação	"(a). ""v"	1	0	1	1
importa	observadores	para as mães no pós-parto, não importa se é o primeiro ou o terceiro filho, este é sempre um momento especial e sensível	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	importa	"(b). ""de"	0	0	0	0
ajuda	tributação	ele ajuda a separar e distribuir, para que ele possa conhecer a realidade da onde vai trabalhar, porque é a comunidade que vai recebê-lo como profissional, ressalta a coordenadora acadêmica	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	ajuda.	"(b). ""a"	0	0	0	0
prazer	tributação	você poderá ter o prazer de tomar um coquetel sem danificar seu fígado e coração	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	tributação	"(b). ""a"	0	1	0	0
divulgação	visualizar	na segunda-feira, após a confirmação da divulgação do plano de negócios na próxima semana, as ações da petroleira subiram 3,26% (pn) e 3,42% (on), influenciada por bons resultados de bolsas estrangeiras e pelos resultados da produção no mês de agosto	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	divulgação	visualizar	"(a). ""na"	1	1	1	1
medina	destino	"(luciano medina martins/pmpa)"	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	medina is more	destino	"(b). ""pass"	1	1	0	1
