Id	Genre	Sentence	ComplexWord	Gold_Complexity	prompt1_pred	prompt2_pred	prompt3_pred	prompt4_pred	avg_pred1_2	avg_pred3_4
280	bible	E andava ali pastando no monte uma vara de muitos porcos; e rogaram-lhe que lhes concedesse entrar neles; e concedeu-lho.	porcos	0.1	0.5	0.5	0.5	0.5	0.5	0.5
281	bible	O crisol é para a prata, e o forno para o ouro; mas o SENHOR é quem prova os corações.	corações	0.14	0.5	0.5	0.5	0.5	0.5	0.5
282	news	a solução é fazer o que fizemos com rigor administrativo, avaliação de enxugamento da máquina e tentar adequar á nova realidade financeira	tentar	0.06	0.5	0.25	0.11	0.5	0.38	0.31
283	biomed	A variante circunscrita é quatro vezes menos frequente e o envolvimento do ombro é incomum.	vezes	0.09	0.5	0.5	0.5	0.5	0.5	0.5
284	bible	E acordou Salomão, e eis que era sonho. E indo a Jerusalém, pôs-se perante a arca da aliança do SENHOR, e sacrificou holocausto, e preparou sacrifícios pacíficos, e fez um banquete a todos os seus servos.	banquete	0.17	0.5	0.5	0.5	0.5	0.5	0.5
285	biomed	A médio prazo, a proporção de doentes sob anticoagulação mantinha-se baixa e os novos anticoagulantes não tinham sido prescritos.	médio	0.15	0.5	0.5	0.5	0.5	0.5	0.5
286	news	ação sobre a atividade vital – pode reduzir a atividade motora, o tempo de vida, alterar o comportamento sexual nos machos, provocar impotência e redução na produção de feromônios, além de poder provocar mortalidade aguda em alguns insetos	impotência	0.24	0.5	0.25	0.11	0.5	0.38	0.31
287	biomed	# PMID 23697354	P	0.5	0.5	0.5	0.5	0.5	0.5	0.5
288	biomed	Os marcadores neuropatológicos de DGA são: grãos argirofílicos, pré-emaranhados neurofibrilares e corpúsculos em forma de vibrião em oligodendrócitos.	marca	0.25	0.5	0.5	0.5	0.5	0.5	0.5
289	news	além da superlotação, a agência nacional de aviação civil informou que o monomotor não tinha permissão para voar	aviação	0.13	0.5	0.5	0.5	0.5	0.5	0.5
290	bible	Eu visto os céus de negridão, por-lhes-ei um saco para a sua cobertura.	céus	0.05	0.5	0.5	0.5	0.5	0.5	0.5
291	bible	Eu, a sabedoria, habito com a prudência, e acho o conhecimento dos conselhos.	conhecimento	0.1	0.5	0.5	0.5	0.5	0.5	0.5
292	bible	E disse Saul a seu tio: Declarou-nos, na verdade, que as jumentas foram encontradas. Porém o negócio do reino, de que Samuel falara, não lhe declarou.	reino	0.2	0.5	0.5	0.5	0.5	0.5	0.5
293	bible	E o rei Acaz cortou as cintas das bases, e de cima delas tomou a pia, e tirou o mar de sobre os bois de cobre, que estavam debaixo dele, e pô-lo sobre um pavimento de pedra.	mar	0.04	0.5	0.5	0.5	0.5	0.5	0.5
294	biomed	A função erétil foi avaliada através do IIEF-5. O padrão de bifurcação da Artéria Ilíaca Interna foi caracterizado de acordo com a classificação de Yamaki.	EF	0.46	0.5	0.5	0.5	0.5	0.5	0.5
295	bible	E Jesus, respondendo, disse-lhe: Vai-te para trás de mim, Satanás; porque está escrito: Adorarás o SENHOR teu Deus, e só a ele servirás.	Satanás	0.06	0.5	0.5	0.5	0.5	0.5	0.5
296	news	também é preciso eliminar os ovos do mosquito, que são capazes de resistir em áreas secas por até um ano	áreas	0.19	0.5	0.5	0.5	0.5	0.5	0.5
297	news	é estarrecedor saber que o próprio governador, chefe da polícia do estado e, de consequência, de todo o aparelho de segurança, usa a banda podre da polícia para, supostamente, cometer crime de assassinato, conforme investigação a cargo do stj, por ação do mpf	investigação	0.23	0.5	0.5	0.5	0.5	0.5	0.5
298	bible	O inimigo, que o semeou, é o diabo; e a ceifa é o fim do mundo; e os ceifeiros são os anjos.	ceifeiros	0.36	0.5	0.5	0.5	0.5	0.5	0.5
299	news	em nota, a fenaban disse que a rodada agendada para hoje é uma nova reunião exploratória, na qual as partes discutirão as possibilidades a serem avaliadas para um acordo, a partir da aproximação entre as propostas já apresentadas	aproximação	0.12	0.5	0.5	0.22	0.5	0.5	0.36
300	news	"(luciano medina martins/pmpa)"	medina	0.11	0.5	0.5	0.5	0.5	0.5	0.5
301	bible	O júbilo dos ímpios é breve, e a alegria dos hipócritas momentânea?	júbilo	0.42	0.5	0.5	0.5	0.5	0.5	0.5
302	bible	Visto que entristecestes o coração do justo com falsidade, não o havendo eu entristecido; e fortalecestes as mãos do ímpio, para que não se desviasse do seu mau caminho, para conservá-lo em vida.	falsidade	0.17	0.5	0.5	0.5	0.5	0.5	0.5
303	bible	Eis que estou para edificar uma casa ao nome do SENHOR meu Deus, para lhe consagrar, para queimar perante ele incenso aromático, e para a apresentação contínua do pão da proposição, para os holocaustos da manhã e da tarde, nos sábados e nas luas novas, e nas festividades do SENHOR nosso Deus; o que é obrigação perpétua de Israel.	sábados	0.05	0.5	0.5	0.5	0.5	0.5	0.5
304	news	o dia amanhece com mínima de 13°c em três lagoas, mas à tarde a máxima será de 28°c	tarde	0.11	0.5	0.5	0.5	0.5	0.5	0.5
305	news	ampliar a resolutividade das ações e procedimentos do ceo	procedimentos	0.21	0.5	0.5	0.22	0.5	0.5	0.36
306	bible	E sede cumpridores da palavra, e não somente ouvintes, enganando-vos com falsos discursos.	cumpridores	0.2	0.5	0.5	0.5	0.5	0.5	0.5
307	news	contratar profissionais especializados nas clinicas de maior demanda montagem de serviço de atendimento domiciliar para pessoas idosas, portadoras de deficiências e necessidades especiais criar samu	deficiências	0.21	0.5	0.0	0.0	0.5	0.25	0.25
308	bible	Os correios, pois, impelidos pela palavra do rei, saíram, e a lei se proclamou na fortaleza de Susã. E o rei e Hamã se assentaram a beber, porém a cidade de Susã estava confusa.	Hamã	0.21	0.5	0.5	0.5	0.5	0.5	0.5
309	biomed	Em Portugal, desde 2007 que os pacientes podem aceder diretamente à totalidade dos seus processos clínicos.	paciente	0.14	0.5	0.5	0.5	0.5	0.5	0.5
310	bible	Antes vos fortaleceria com a minha boca, e a consolação dos meus lábios abrandaria a vossa dor.	boca	0.06	0.5	0.5	0.5	0.5	0.5	0.5
311	bible	E com todo o engano da injustiça para os que perecem, porque não receberam o amor da verdade para se salvarem.	verdade	0.06	0.5	0.5	0.5	0.5	0.5	0.5
312	bible	E sucedeu que, contando ele ao rei como ressuscitara a um morto, eis que a mulher cujo filho ressuscitara clamou ao rei pela sua casa e pelas suas terras. Então disse Geazi: O rei meu senhor, esta é a mulher, e este o seu filho a quem Eliseu ressuscitou.	Eliseu	0.05	0.5	0.5	0.5	0.5	0.5	0.5
313	bible	Corta o teu cabelo e lança-o de ti, e levanta um pranto sobre as alturas; porque já o SENHOR rejeitou e desamparou a geração do seu furor.	corta	0.1	0.5	0.5	0.5	0.5	0.5	0.5
314	bible	E Eleazar, o sacerdote, tomou os incensários de metal, que trouxeram aqueles que foram queimados, e os estenderam em folhas para cobertura do altar,	incensários	0.45	0.5	0.5	0.5	0.5	0.5	0.5
315	news	a lei, cujo projeto será discutido na audiência, pretende regulamentar instrumentos para que o proprietário do solo urbano não edificado, subutilizado ou não utilizado promova o seu adequado aproveitamento	instrumentos	0.14	0.5	0.5	0.5	0.5	0.5	0.5
316	news	eu me recuso a aceitar os padrões	padrões	0.07	0.5	0.5	0.22	0.5	0.5	0.36
317	bible	Os dias da nossa vida chegam a setenta anos, e se alguns, pela sua robustez, chegam a oitenta anos, o orgulho deles é canseira e enfado, pois cedo se corta e vamos voando.	enfado	0.47	0.5	0.5	0.5	0.5	0.5	0.5
318	news	dentre as propostas destinadas aos mais de 17 mil trabalhadores do executivo municipal está a criação da escola do servidor público, que visa ofertar qualificação e capacitação aos funcionários	propostas	0.14	0.5	0.5	0.5	0.5	0.5	0.5
319	news	a ministra se declarou impedida para julgar a ação que pede o pagamento da correção de planos econômicos da década de 1990, porque o pai dela entrou na justiça e seria beneficiado pela decisão do stf	decisão	0.1	0.5	0.5	0.5	0.0	0.5	0.25
320	bible	E, quando ouvirdes de guerras e sedições, não vos assusteis. Porque é necessário que isto aconteça primeiro, mas o fim não será logo.	guerras	0.17	0.5	0.5	0.5	0.5	0.5	0.5
321	bible	Arão as porá em ordem perante o SENHOR continuamente, desde a tarde até à manhã, fora do véu do testemunho, na tenda da congregação; estatuto perpétuo é pelas vossas gerações.	ordem	0.12	0.5	0.5	0.5	0.5	0.5	0.5
322	bible	Intentou o SENHOR destruir o muro da filha de Sião; estendeu o cordel sobre ele, não retirou a sua mão destruidora; fez gemer o antemuro e o muro; estão eles juntamente enfraquecidos.	muro	0.14	0.5	0.5	0.5	0.5	0.5	0.5
323	news	já sobre wilson santos (psdb), emanuel ressaltou as diversas declarações contrárias ao vlt e disse que sua possível gestão será a vontade de pedro taques	declarações	0.3	0.5	0.25	0.11	0.5	0.38	0.31
324	bible	Depois ordenou-lhes, e disse-lhes: Eu me congrego ao meu povo; sepultai-me com meus pais, na cova que está no campo de Efrom, o heteu,	heteu	0.4	0.5	0.5	0.5	0.5	0.5	0.5
325	biomed	Investigamos pacientes de ambos os sexos, com 65 anos ou mais, internados no Hospital Independência, no Hospital Beneficência Portuguesa e no Hospital Universitário Ulbra, de dezembro de 2007 a dezembro de 2010, com história de trauma de baixa energia, como, por exemplo, quedas da própria altura, em relação aos pacientes da mesma idade e sem história prévia de fraturas da extremidade proximal do fêmur (n = 89) atendidos no serviço ambulatorial de geriatria da Sociedade Porto-Alegrense de Auxílio aos Necessitados (Spaan).	extremidade	0.26	0.5	0.5	0.5	0.0	0.5	0.25
326	bible	E disseram uns aos outros: Eia, façamos tijolos e queimemo-los bem. E foi-lhes o tijolo por pedra, e o betume por cal.	pedra	0.08	0.5	0.5	0.5	0.5	0.5	0.5
327	news	desenvolver iniciativas para atrair a família à escola, cedendo às comunidades seus equipamentos nos finais de semana	iniciativas	0.11	0.5	0.5	0.5	0.5	0.5	0.5
328	biomed	Noutras doenças, incluindo a hepatite B e as infecções por papilomavírus humano (HPV), as mortes evitadas ocorrem muitos anos após a vacinação, tardando alguns anos até que todo o potencial da vacina possa ser estabelecido.	mortes	0.08	0.5	0.5	0.5	0.5	0.5	0.5
329	news	até o próximo sábado (17), a estácio promove ainda a 4ª semana de sustentabilidade e responsabilidade social, com mais de 150 atividades gratuitas para a população em 22 estados e no distrito federal	sustentabilidade	0.24	0.5	0.5	0.5	0.5	0.5	0.5
330	bible	Eles, porém, não fazendo caso, foram, um para o seu campo, outro para o seu tráfico;	tráfico	0.23	0.5	0.5	0.5	0.5	0.5	0.5
331	bible	A tua cabeça sobre ti é como o monte Carmelo, e os cabelos da tua cabeça como a púrpura; o rei está preso nas galerias.	galerias	0.2	0.5	0.5	0.5	0.5	0.5	0.5
332	bible	Mas quem suportará o dia da sua vinda? E quem subsistirá, quando ele aparecer? Porque ele será como o fogo do ourives e como o sabão dos lavandeiros.	sabão	0.2	0.5	0.5	0.5	0.5	0.5	0.5
333	news	é aquela em que o acesso ao trabalho decente não é privilégio de alguns	privilégio	0.18	0.5	0.25	0.11	0.5	0.38	0.31
334	biomed	Valores de índice de massa corporal e de perímetro da cintura desajustados poderão provocar disfunção respiratória, aonível da ventilação e respetivos volumes pulmonares, limitando a prática de atividade física e aumentando a apetência para patologias respiratórias.	volume	0.19	0.5	0.5	0.5	0.5	0.5	0.5
335	news	"capinam já respondeu a vários procedimentos na corregedoria da pm e chegou a sofrer prisões administrativas"	procedimentos	0.19	0.5	0.5	0.5	0.5	0.5	0.5
336	bible	Porém toda a prata, e o ouro, e os vasos de metal, e de ferro são consagrados ao SENHOR; irão ao tesouro do SENHOR.	ouro	0.09	0.5	0.5	0.5	0.5	0.5	0.5
337	news	especialistas afirmam que o problema está no fato de ser um alimento processado, independentemente se a salsicha for misturada com ingredientes saudáveis, como a salada e o macarrão, por exemplo	ingredientes	0.09	0.5	0.0	0.0	0.5	0.25	0.25
338	news	lá, os muçulmanos passam o dia em profunda oração, muitos chorando abertamente em um momento de arrependimento e pedindo perdão a alá	arrependimento	0.11	0.5	0.25	0.11	0.5	0.38	0.31
339	bible	Porque de Jerusalém sairá o restante, e do monte Sião o que escapou; o zelo do SENHOR dos Exércitos fará isto.	monte	0.06	0.5	0.5	0.5	0.5	0.5	0.5
340	news	em nota, a prefeitura afirma que o decreto proibindo a retirada de itens de moradores de rua foi elaborado em parceria com a defensoria pública de são paulo e teve apoio do comitê poprua, voltado para populações de rua	comitê	0.19	0.5	0.25	0.11	0.5	0.38	0.31
341	bible	Foram contados deles, da tribo de Zebulom, cinqüenta e sete mil e quatrocentos.	tribo	0.09	0.5	0.5	0.5	0.5	0.5	0.5
342	news	o assassinato do policial motivou fortes protestos da sociedade para a devida punição de seus autores e o fim das festas no espaço alternativo	festas	0.06	0.5	0.5	0.5	0.5	0.5	0.5
343	news	este texto acima é show, já vou compartilha-lo o máximo que puder	texto	0.09	0.5	0.5	0.5	0.5	0.5	0.5
344	bible	E haverá caminho plano para o remanescente do seu povo, que for deixado da Assíria, como sucedeu a Israel no dia em que subiu da terra do Egito.	terra	0.04	0.5	0.5	0.5	0.5	0.5	0.5
345	bible	Nesta batalha não tereis que pelejar; postai-vos, ficai parados, e vede a salvação do SENHOR para convosco, ó Judá e Jerusalém. Não temais, nem vos assusteis; amanhã saí-lhes ao encontro, porque o SENHOR será convosco.	pelejar	0.36	0.5	0.5	0.5	0.5	0.5	0.5
346	news	o papa francisco fez nesta terça-feira (04) uma visita surpresa a amatrice, na região central da itália, devastada por um terremoto em 24 de agosto	terremoto	0.11	0.5	0.5	0.5	0.5	0.5	0.5
347	biomed	pesquisa descritiva que contemplou as etapas de construção/aplicação do instrumento proposto e a avaliação de desempenho do gerenciamento de resíduos nas unidades estudadas.	gerenciamento	0.15	0.5	0.5	0.5	0.5	0.5	0.5
348	bible	Cantai ao SENHOR um cântico novo, e o seu louvor desde a extremidade da terra; vós os que navegais pelo mar, e tudo quanto há nele; vós, ilhas, e seus habitantes.	nan	0.15	0.5	0.5	0.5	0.5	0.5	0.5
349	bible	E chamou Deus à porção seca Terra; e ao ajuntamento das águas chamou Mares; e viu Deus que era bom.	mares	0.14	0.5	0.5	0.5	0.5	0.5	0.5
350	biomed	A divisão alta do nervo isquiático, de que são exemplos os cadáveres 1 e 2, pode comprometer a eficácia dos bloqueios anestésicos ao nível da fossa poplítea.	divisão	0.15	0.5	0.5	0.5	0.5	0.5	0.5
351	bible	Eu serei para Israel como o orvalho. Ele florescerá como o lírio e lançará as suas raízes como o Líbano.	raízes	0.18	0.5	0.5	0.5	0.5	0.5	0.5
352	bible	Tendo pois ali o povo sede de água, o povo murmurou contra Moisés, e disse: Por que nos fizeste subir do Egito, para nos matares de sede, a nós e aos nossos filhos, e ao nosso gado?	água	0.07	0.5	0.5	0.5	0.5	0.5	0.5
353	bible	Os teus renovos são um pomar de romãs, com frutos excelentes, o cipreste com o nardo.	nan	0.12	0.5	0.5	0.5	0.5	0.5	0.5
354	bible	Confundam-se os soberbos, pois me trataram de uma maneira perversa, sem causa; mas eu meditarei nos teus preceitos.	preceitos	0.25	0.5	0.5	0.5	0.5	0.5	0.5
355	bible	E o rei afligiu-se, mas, por causa do juramento, e dos que estavam à mesa com ele, ordenou que se lhe desse.	mesa	0.1	0.5	0.5	0.5	0.5	0.5	0.5
356	bible	Porque o destruidor vem sobre ela, sobre Babilônia, e os seus poderosos serão presos, já estão quebrados os seus arcos; porque o SENHOR, Deus das recompensas, certamente lhe retribuirá.	arcos	0.14	0.5	0.5	0.5	0.5	0.5	0.5
357	news	todo empreendimento é cercado, pois não permitirá a visitação pública	empreendimento	0.26	0.5	0.5	0.22	0.5	0.5	0.36
358	news	maggi diz que ter conversado com empresários chineses que participaram do seminário empresarial brasil-china, em xangai	empresários	0.12	0.5	0.5	0.22	0.5	0.5	0.36
359	news	o gênero em geral se refere a romances com histórias açucaradas de amor, mas também passou a ser usado para qualificar alguns livros eróticos	romances	0.06	0.5	0.5	0.5	0.5	0.5	0.5
360	bible	Como não será de maior glória o ministério do Espírito?	glória	0.07	0.5	0.5	0.5	0.5	0.5	0.5
361	news	os advogados de emanuel argumentam que rogers participa ativamente de atos políticos com adesivos do adversário wilson santos (psdb) colados na roupa	adesivos	0.12	0.5	0.5	0.5	0.5	0.5	0.5
362	biomed	Devido à hiperventilação, a evaporação da água da superfície das vias aéreas estimula o movimento da água a partir das células vizinhas, resultando em contração celular e libertação de mediadores inflamatórios que causam a contração do músculo liso.	músculo	0.16	0.5	0.5	0.5	0.5	0.5	0.5
363	bible	Abundantemente florescerá, e também jubilará de alegria e cantará; a glória do Líbano se lhe deu, a excelência do Carmelo e Sarom; eles verão a glória do SENHOR, o esplendor do nosso Deus.	excelência	0.29	0.5	0.5	0.5	0.5	0.5	0.5
364	news	com realização da seven entretenimento e art rec, a cidade recebe no sábado, dia 17 de setembro, o show 50 anos de música, em que esses três ícones da música popular brasileira celebram meio século de  bem-sucedidas carreiras que marcaram a história e a arte do país	realização	0.2	0.5	0.5	0.22	0.5	0.5	0.36
365	biomed	Discussão: Os valores da espessura da camada de fibras nervosas da retina e da espessura macular obtidos são comparáveis a estudos recentes.	retina	0.26	0.5	0.5	0.5	0.5	0.5	0.5
366	biomed	Embora a avaliação objetiva da atenção seja de extrema importância para a prática clínica, observa-se escassez de testes neuropsicológicos com padronização brasileira para esta função.	escassez	0.39	0.5	0.5	0.5	0.5	0.5	0.5
367	news	atenta à necessidade de melhorar a transparência dos fundos, a entidade lançará em seu congresso que começa nesta segunda-feira, 12, em florianópolis, o seu primeiro código de governança de investimentos, de adesão voluntária dos fundos	fundos	0.15	0.5	0.5	0.5	0.5	0.5	0.5
368	bible	E há de ser que, todos os que te virem, fugirão de ti, e dirão: Nínive está destruída, quem terá compaixão dela? Donde te buscarei consoladores?	consoladores	0.28	0.5	0.5	0.5	0.5	0.5	0.5
369	news	a partir daí, a alocação é prerrogativa do executivo e do congresso nacional	alocação	0.3	0.5	0.5	0.5	0.5	0.5	0.5
370	bible	E ouvi como que a voz de uma grande multidão, e como que a voz de muitas águas, e como que a voz de grandes trovões, que dizia: Aleluia! pois já o Senhor Deus Todo-Poderoso reina.	Todo-Poderoso	0.2	0.5	0.5	0.5	0.5	0.5	0.5
371	bible	Disse o SENHOR: De certo que o teu remanescente será para o bem; de certo, no tempo da calamidade, e no tempo da angústia, farei que o inimigo te dirija súplicas.	senhor	0.06	0.5	0.5	0.5	0.5	0.5	0.5
372	biomed	Introdução: As indicações atuais para a gestão de abdómen aberto são a cirurgia de controlo de danos, a abordagem de sepsis intraabdominal grave, a síndrome de compartimento abdominal, o encerramento da parede abdominal sob tensão e a perda de massa da parede abdominal.	dano	0.11	0.5	0.5	0.5	0.5	0.5	0.5
373	biomed	Em Janeiro de 2001 foi implementado, em todas as dádivas de sangue, o teste de ácidos nucleicos em minipool, para o rastreio simultâneo de ácido ribonucleico (ARN) VIH-1 e VHC (Cobas Amplicor Ampliscreen-Roche©) o qual foi substituído, em Janeiro de 2007, pelo rastreio simultâneo de ácido desoxirribonucleico VHB e de ácido ribonucleico VHC e VIH-1/VIH-2, em minipool (Cobas TaqScreen MPX Test-Roche©).Resultados: O risco residual infeccioso de uma dádiva em período de janela é muito reduzido e tem diminuído ao longo dos anos.	sangue	0.17	0.5	0.5	0.5	0.5	0.5	0.5
374	news	@@@ já em colorado do oeste, o concorrente do pv, edmilson rodrigues, o edinho da rádio, aposta na adesão de dois grupos comunitários de peso para potencializar sua candidatura	adesão	0.23	0.5	0.25	0.11	0.5	0.38	0.31
375	news	na linha sprinter destacam-se o furgão e o chassi 311 cdi street, que podem circular livremente nas grandes cidades, por ser classificado como caminhonete, respeitando apenas o rodízio de placas	furgão	0.3	0.5	0.0	0.0	0.5	0.25	0.25
376	bible	Então te deleitarás no SENHOR, e te farei cavalgar sobre as alturas da terra, e te sustentarei com a herança de teu pai Jacó; porque a boca do SENHOR o disse.	Jacó	0.15	0.5	0.5	0.5	0.5	0.5	0.5
377	biomed	Cada usuário planejou uma cirurgia de ATJ, inicialmente, de forma convencional e, posteriormente, através do aplicativo.	aplicativo	0.07	0.5	0.5	0.5	0.5	0.5	0.5
378	news	as políticas públicas de mobilidade tiveram destaque, como a implementação do ‘pedalando na cidade’, com a criação e a ampliação de ciclovias, a implantação dos ‘bicicletários’ e a conversão das faixas exclusivas em ciclofaixas aos domingos e feriados	implementação	0.23	0.5	0.5	0.5	0.5	0.5	0.5
379	biomed	A doente apresentava perda de visão do olho esquerdo.	olho	0.04	0.5	0.5	0.5	0.5	0.5	0.5
380	news	o candidato ou partido ainda precisa emitir um recibo diretamente do sistema de prestação de contas eleitorais, do tse, para cada contribuição	emitir	0.11	0.5	0.0	0.0	0.5	0.25	0.25
381	bible	E digo isto para proveito vosso; não para vos enlaçar, mas para o que é decente e conveniente, para vos unirdes ao Senhor sem distração alguma.	distração	0.25	0.5	0.5	0.5	0.5	0.5	0.5
382	news	crise passa longeentre tanta coisa que precisa ser revista neste país, está na hora de alguém, com devida autoridade, vasculhar melhor o funcionamento das negociatas que envolvem vendas de horários da tv para igrejas	crise	0.11	0.5	0.0	0.0	0.5	0.25	0.25
383	biomed	Introdução: Introduzimos o conceito de faciometria directa propedêutica, subjacente ao método de avaliação do crescimento da face infantil apresentado, com relevantes vantagens sobre outros métodos utilizados.	métodos	0.25	0.5	0.5	0.5	0.5	0.5	0.5
384	bible	E aparelhou Davi ferro em abundância, para os pregos das portas das entradas, e para as junturas; como também cobre em abundância, que não foi pesado;	pregos	0.11	0.5	0.5	0.5	0.5	0.5	0.5
385	bible	Portanto assim diz o Senhor DEUS: Eis que eu assentei em Sião uma pedra, uma pedra já provada, pedra preciosa de esquina, que está bem firme e fundada; aquele que crer não se apresse.	preciosa	0.16	0.5	0.5	0.5	0.5	0.5	0.5
386	biomed	A diabetes mellitus pode afetar várias funções do sistema imunitário do indivíduo, predispondo-o para a inflamação crónica, degradação progressiva dos tecidos e diminuição da reparação tecidular.	funções	0.19	0.5	0.5	0.5	0.5	0.5	0.5
387	bible	Eles voltaram, mas não para o Altíssimo. Fizeram-se como um arco enganador; caem à espada os seus príncipes, por causa do furor da sua língua; este será o seu escárnio na terra do Egito.	língua	0.09	0.5	0.5	0.5	0.5	0.5	0.5
388	bible	E, depois disto, aconteceu que, levantando-se guerra em Gezer, com os filisteus, então Sibecai, o husatita, feriu a Sipai, dos filhos do gigante; e ficaram subjugados.	filisteus	0.44	0.5	0.5	0.5	0.5	0.5	0.5
389	biomed	ConclusÉo: Este trabalho contribui para o aumento da sensibilidade dos profissionais de saúde em torno do uso e da acessibilidade ao Diagnóstico Genético Pré-ImplantaçÉo entre os portadores de Polineuropatia Amiloidótica Familiar.	acessibilidade	0.28	0.5	0.5	0.5	0.5	0.5	0.5
390	bible	E reduzirei as vossas cidades a deserto, e assolarei os vossos santuários, e não cheirarei o vosso cheiro suave.	santuários	0.24	0.5	0.5	0.5	0.5	0.5	0.5
391	news	diante de tal quadro, copasa e a administração pública de entre folhas não mediram esforços para que o problema fosse sanado, pelo menos provisoriamente	esforços	0.14	0.5	0.25	0.11	0.5	0.38	0.31
392	bible	E as suas prostituições, que trouxe do Egito, não as deixou; porque com ela se deitaram na sua mocidade, e eles apalparam os seios da sua virgindade, e derramaram sobre ela a sua impudicícia.	virgindade	0.21	0.5	0.5	0.5	0.5	0.5	0.5
393	news	600, de 1º de dezembro de 2003, a qual institui o prêmio de incentivo aos servidores em efetivo exercício nas unidades assistenciais	dezembro	0.07	0.5	0.5	0.5	0.5	0.5	0.5
394	bible	Será, porém, mais bem-aventurada se ficar assim, segundo o meu parecer, e também eu cuido que tenho o Espírito de Deus.	parecer	0.21	0.5	0.5	0.5	0.5	0.5	0.5
395	news	hoje é possível comprar ingressos para os shows de guns n’roses e de o rappa com pontos dotz	hoje	0.05	0.5	0.5	0.5	0.5	0.5	0.5
396	news	o projeto de lei de conversão e a emenda aprovada previam sua alocação na secretaria de governo da presidência da república	alocação	0.39	0.5	0.5	0.5	0.5	0.5	0.5
397	bible	Todos eles são os mais rebeldes, andam murmurando; são duros como bronze e ferro; todos eles são corruptores.	murmurando	0.19	0.5	0.5	0.5	0.5	0.5	0.5
398	news	o tratamento teria sido interrompido há três anos, por falta de vaga no hospital pronto atendimento psiquiátrico (hpap), onde era atendida	falta	0.02	0.5	0.0	0.0	0.5	0.25	0.25
399	bible	Porque rejeitaram os meus juízos, e não andaram nos meus estatutos, e profanaram os meus sábados; porque o seu coração andava após os seus ídolos.	ídolos	0.17	0.5	0.5	0.5	0.5	0.5	0.5
400	bible	Aos quais respondi não ser costume dos romanos entregar algum homem à morte, sem que o acusado tenha presentes os seus acusadores, e possa defender-se da acusação.	acusadores	0.1	0.5	0.5	0.5	0.5	0.5	0.5
401	news	caso se pretendesse que outros afastamentos também suspendessem o estágio probatório, o legislador os teria inserido no rol do art	legislador	0.3	0.5	0.5	0.5	0.5	0.5	0.5
402	news	desde 2009, a proficiência dos participantes do enem nas provas objetivas é calculada por meio da teoria de resposta ao item (tri)	item	0.12	0.5	0.25	0.11	0.5	0.38	0.31
403	biomed	São tumores de células cromafins do sistema neuroendócrino que provêm dos gânglios simpáticos ou parassimpáticos.	gânglios	0.53	0.5	0.5	0.5	0.5	0.5	0.5
404	news	a multiplus não ganha dinheiro com isso, disse uma fonte	fonte	0.06	0.5	0.5	0.5	0.5	0.5	0.5
405	biomed	A doença de McArdle apresenta-se tipicamente por mialgias, intolerância aos esforços, cãibras e mioglobinúria na infância ou jovens adultos.	intolerância	0.27	0.5	0.5	0.5	0.5	0.5	0.5
406	news	para a cadeira 40, as candidaturas até agora são do também jurista e ex-ministro do supremo tribunal federal (stf) eros grau e do escritor pernambucano antonio campos	cadeira	0.11	0.5	0.5	0.5	0.5	0.5	0.5
407	news	retomar sua base no mar negro soa lógico, assim como para os mais alarmistas também seria cobiçar as antigas repúblicas soviéticas do báltico	repúblicas	0.17	0.5	0.25	0.11	0.5	0.38	0.31
408	biomed	Fritz Jacob Heinrich Lewy descreveu a patologia da Paralysis agitans [doença de Parkinson] e identificou pela primeira vez corpos de inclusão eosinófílos em neurônios de certos núcleos cerebrais, conhecidos mais tarde como corpos de Lewy, assinatura patológica das doenças dos corpos de Lewy.	assinatura	0.17	0.5	0.5	0.5	0.5	0.5	0.5
409	bible	Porque assim diz o Senhor DEUS: Eis que eu, eu mesmo, procurarei pelas minhas ovelhas, e as buscarei.	eis	0.25	0.5	0.5	0.5	0.5	0.5	0.5
410	bible	Também a Jeú, filho de Ninsi, ungirás rei de Israel; e também a Eliseu, filho de Safate de Abel-Meolá, ungirás profeta em teu lugar.	Abel	0.09	0.5	0.5	0.5	0.5	0.5	0.5
411	bible	Ali estão os príncipes do norte, todos eles, e todos os sidônios, que desceram com os mortos, envergonhados com o terror causado pelo seu poder; e jazem incircuncisos com os que foram mortos à espada, e levam a sua vergonha com os que desceram à cova.	terror	0.11	0.5	0.5	0.5	0.5	0.5	0.5
412	bible	E enfiava-o na caldeira, ou na panela, ou no caldeirão, ou na marmita; e tudo quanto o garfo tirava, o sacerdote tomava para si; assim faziam a todo o Israel que ia ali a Siló.	caldeirão	0.21	0.5	0.5	0.5	0.5	0.5	0.5
413	biomed	N-acetil-aspartato (NAA), NAA total, creatina (Cr), colina, mio-inositol (MI) e a soma de glutamato e glutamina foram quantificados em relação ao conteúdo de água interna e as razões dos metabólitos foram calculadas utilizando Cr como referência.	glutamato	0.56	0.5	0.5	0.5	0.5	0.5	0.5
