Genre	Sentence	ComplexWord	Gold_Complexity	prompt1_pred	prompt2_pred	prompt3_pred	prompt4_pred	prompt5_pred	avg_pred
biomed	An important role for annexins in mediating the Ca2+-signal within the nuclei of the fibroblasts was proposed.	role	0.23	0.6	1.0	0.8	0.3	1.0	0.74
biomed	Positional cloning was used to identify the mon gene, establishing a critical role for a transcriptional intermediary factor, Tif1γ, during hematopoietic development.	role	0.23	0.8	1.0	0.8	0.7	0.4	0.74
biomed	Using PCR primers T3F and C11R, which should be more than 200 kb apart, we were able to amplify a fragment 953 bp in size using DNA from each of the three affected family members as template.	size	0.12	0.2	1.0	0.0	0.0	0.0	0.24
biomed	By E7.5, mutant embryos exhibit a shortened primitive streak, reduced size and, by morphology, lack a node and head folds.	size	0.2	0.0	0.2	0.2	0.3	0.0	0.14
biomed	p53+/GFP ES clones were analyzed by western blot with an antibody against p53, and found to express an additional band at the expected size (ca. 80 kDa).	size	0.21	0.4	0.8	0.6	0.0	0.0	0.36
biomed	Targeted disruption of the mouse alphaB gene resulted in lenses similar in size to aged-matched wild type lens.	size	0.22	0.6	0.0	0.4	0.8	0.2	0.4
biomed	Moreover, the cost associated with liver transplantation and the availability of donor livers are additional limiting factors for the practicality of treatment of this disease.	cost	0.03	0.8	0.9	1.0	1.0	1.0	0.94
biomed	Arguably, since the body pools and plasma sitosterol levels in the knockout mice are so considerably elevated, perhaps the biliary sitosterol levels could be considered to be inappropriately low.	body	0.05	0.6	0.6	0.4	0.6	0.0	0.44
biomed	In a third model, there would be a limiting quantity of transcription factors - the cell might contain a single transcriptional 'machine' that is capable of accommodating the promoter of only one olfactory receptor gene, similar to the expression site body used by African trypanosomes to ensure singular expression of only one set of variant surface glycoprotein genes [22].	body	0.23	1.0	1.0	0.8	0.9	0.0	0.74
biomed	We find that DMRT7 protein is expressed only in germ cells and is selectively localized to the XY body of male pachytene germ cells.	body	0.32	0.6	0.8	0.8	0.8	0.6	0.72
biomed	Arguably, since the body pools and plasma sitosterol levels in the knockout mice are so considerably elevated, perhaps the biliary sitosterol levels could be considered to be inappropriately low.	body	0.32	0.4	0.9	0.6	0.2	0.2	0.46
biomed	Conversely, the BRCA2 defect in CAPAN-1 could be fully responsible for the 100-fold defect in recombination if the level of BRCA2 complementation observed by Powell was incomplete.	level	0.08	0.8	0.0	0.0	0.3	0.0	0.22
biomed	On the genome level, some of the eight small-effect QTL identified using a very low threshold value (P < 0.05) could be false positives.	level	0.23	0.6	0.8	0.4	0.4	0.0	0.44
biomed	Our results indicate that the apparent uniformity of the dorsoventral boundary represents the sum of independent mechanisms that affect melanocyte density and/or differentiation, pigment-type synthesis, and hair length; surprisingly, none of these coincide with the somite-lateral plate lineage boundary.	sum	0.08	0.0	0.0	0.8	0.5	0.0	0.26
biomed	It appears that the male pathway can be initiated by disrupting the balance between      Wnt4 and      Fgf9, a finding that has strong implications for other vertebrate sex-determination systems in which      Sry is not the sex determining factor.	finding	0.08	1.0	1.0	0.0	0.8	1.0	0.76
biomed	The basis for this interesting but relatively nonspecific finding is unknown.	finding	0.18	0.8	1.0	0.0	0.2	0.0	0.4
biomed	Despite this reservation, the finding that sitosterol is present in the bile suggests that plant sterols may be secreted independent of Abcg8/sterolin-2.	finding	0.18	0.8	1.0	0.0	0.8	1.0	0.72
biomed	This finding may account for the abnormally patterned muscle that develops in the Fog2 mutant diaphragm.	finding	0.22	0.8	1.0	0.8	0.8	1.0	0.88
biomed	Such a role is strongly endorsed by our finding that Ndrg1 gene expression is also induced by cadmium, and that MTF-1 plays a crucial role in this induction.	finding	0.33	0.8	1.0	0.8	0.8	0.8	0.84
biomed	There are at least two possible explanations for these differences.	differences	0.08	0.0	1.0	0.4	0.8	0.0	0.44
biomed	These similarities and differences between the two species help to explain the possible mechanistic basis of the ESCS.	differences	0.12	0.6	0.0	0.6	0.8	0.0	0.4
biomed	A plausible model is that Dmrt7 evolved during the establishment of mammalian sex determination to help cope with ancestral differences in gene dosage, chromosome pairing, recombination, or other meiotic issues arising from sex chromosome heteromorphy.	differences	0.19	0.6	0.0	0.8	0.6	0.5	0.5
biomed	We did not find differences in food intake or activity levels in female PGC-1α−/− mice.	differences	0.21	0.6	0.0	0.6	0.6	0.0	0.36
biomed	Ultrastructural differences at the equatorial/bow region were also observed between alphaA/BKO lenses (Figure 3B and 3G) and wild type lenses (Figure 3L and 3Q).	differences	0.24	0.8	0.0	0.4	0.0	0.5	0.34
biomed	All studies involving animals were reviewed and approved by the University of Pittsburgh's Institutional Animal Care and Use Committee.	Care	0.09	0.6	1.0	0.0	0.0	0.0	0.32
biomed	All experiments were approved by the Institutional Animal Care and Use Committee of Kansas State University.	Care	0.18	0.8	1.0	0.0	0.0	1.0	0.56
biomed	M-AS and SA have contributed to collection of phenotype data.	collection	0.1	0.6	0.6	0.6	0.8	0.0	0.52
biomed	Thus it is tempting to relate the cardiac problems in the mouse to the apparent broader range of substrate utilization of mouse MCAD.	problems	0.27	0.0	0.8	0.0	0.4	0.0	0.24
biomed	Several chromosome regions have been previously linked to arthritis phenotypes in humans using either association studies in populations or linkage studies in families.	families	0.1	1.0	0.8	0.2	0.8	1.0	0.76
biomed	Bmp2 and Bmp4 are also expressed in the AER, where Prx1::cre is inactive, and these domains of expression are not affected (Figure 1A–1D, black arrows).	arrows	0.1	0.8	0.8	0.2	0.0	0.0	0.36
biomed	The sonic hedgehog (Shh) signaling cascade has been shown to play a central role in lung development [24-26].	lung	0.11	1.0	1.0	0.6	0.0	0.8	0.68
biomed	Mammalian lung is unique in that it is fully developed, but does not function for gas exchange until at the moment of birth; the majority of structural development and maturation takes place in utero.	lung	0.19	0.8	1.0	0.8	0.9	1.0	0.9
biomed	However, this study does not support the concept that the perturbation of Shh-Patched-Gli pathway was involved in the pathogenesis of developmental lung hypoplasia in Dhcr7-/- embryos.	lung	0.21	0.8	1.0	0.2	0.2	0.8	0.6
biomed	Our results showed that cholesterol deficiency, caused by loss of Dhcr7 activity, did not alter lung branching morphogenesis (early gestational stages, E9.5 to E14.5).	lung	0.25	0.8	0.0	0.0	0.4	0.0	0.24
biomed	It is notable that, despite extensive analysis of Fog2 biology and the generation of a Fog2 knock-out mouse, its role in diaphragm and lung development was previously not recognized.	lung	0.33	0.8	1.0	0.4	0.8	1.0	0.8
biomed	On top of these, we transiently transfected AQP2-GFP or AQP2-F204V-GFP expression constructs.	top	0.11	0.0	1.0	0.0	0.0	0.0	0.2
biomed	Morphologically detectable differences in the inner ears of Slc26a4+/+ and Slc26a4-/- mice become evident as early as ED 15, when Slc26a4-/- mice start to develop an enlarged endolymphatic space that persists into adulthood [14].	ears	0.11	0.8	0.6	0.4	0.5	0.0	0.46
biomed	However, the lack of association of transcript abundance level for CEBPG, XRCC1, ERCC5, GSTP1, SOD1, or GPX1 with age, gender or smoking history argues against such an explanation.	history	0.12	0.6	0.8	0.4	0.0	0.8	0.52
biomed	The pre-publication history for this paper can be accessed here:	history	0.17	0.6	1.0	0.0	0.0	0.7	0.46
biomed	Q (B10.Q) were used to analyze the genetic control of CIA in aged females with a multiparous history.	history	0.2	0.8	0.7	0.8	0.0	0.9	0.64
biomed	Moreover, it has been suggested that deletion of Tgfbr2 in NCCs leads to other phenotypic features reminiscent of those seen in the velocardiofacial/DiGeorge syndrome (VCF/DGS) [9] caused by a deletion of the so called DiGeorge critical region (DGCR) on chromosome 22q11 [34,35].	features	0.12	0.8	0.8	0.6	0.7	0.0	0.58
biomed	However, the morphologic features of the glomeruli and proximal/distal tubules were unremarkable (Figure 2D).	features	0.12	0.8	0.8	0.4	0.8	0.0	0.56
biomed	Interestingly, Sharon et al. [5] have recently pointed out additional features shared by patients with CRB1 mutations and mutations in NR2E3, including hyperopic refractive errors and a distinctive pattern of clumped pigmentation in the retina.	features	0.15	0.8	0.8	0.8	0.4	0.0	0.56
biomed	Design of inhibitors specific for CLN2 should incorporate the features that have been proven to be important for the related enzymes, such as the placement of an aldehyde functionality capable of making covalent interactions with the catalytic serine, or the utilization of chloromethyl ketone for the same purpose.	features	0.23	0.6	0.8	0.8	0.8	0.0	0.6
biomed	Their phenotypic features are very similar to those recently reported for a mouse deficient in both sterolins simultaneously [7,20].	features	0.33	0.8	0.6	0.6	0.6	0.0	0.52
biomed	Maple Syrup Urine Disease (MSUD) is a genetic disorder caused by a deficiency of branched-chain keto acid dehydrogenase (BCKDH), a mitochondrial multienzyme complex responsible for the oxidative decarboxylation of branched-chain keto acids derived from branched-chain amino acids (BCAA), leucine, isoleucine and valine (for review, see: [1]).	Disease	0.12	1.0	1.0	0.4	0.5	0.0	0.58
biomed	Of note, although some of their results were confirmed in our study, we found a fundamentally different phenotype with regard to clearance of apoptotic cells.	note	0.13	0.6	0.8	0.4	0.2	0.0	0.4
biomed	In this regard, it is of note that hybrid strains between 129 and C57BL/6 mice, widely used in the generation of gene-targeted mice, are spontaneously predisposed to development of humoral autoimmunity with low levels of glomerulonephritis (Obata et al. 1979; Botto et al. 1998; Bickerstaff et al. 1999; Santiago-Raber et al. 2001).	note	0.26	0.6	0.8	0.4	0.6	0.3	0.54
biomed	Instead, a distinct lung hypoplasia at the saccular stage, characterized by arrested or partially developed distal epithelial tubules, reduced terminal sac space, delayed type I AECs differentiation and delayed vascular development, was consistently observed at late gestational stages in Dhcr7-/- embryos.	stages	0.14	0.0	0.8	0.8	0.0	0.0	0.32
biomed	We showed here that body length was significantly reduced at later stages of gestation in Dhcr7-/- animals, compared to controls.	stages	0.24	1.0	0.8	0.8	0.5	0.0	0.62
biomed	Our results showed that cholesterol deficiency, caused by loss of Dhcr7 activity, did not alter lung branching morphogenesis (early gestational stages, E9.5 to E14.5).	stages	0.25	0.6	0.8	0.4	0.8	0.0	0.52
biomed	In addition, the vascular development of alveoli is also essential for normal lung morphogenesis at late gestational stages [19].	stages	0.25	0.8	0.8	0.6	0.6	0.0	0.56
biomed	While cone photoreceptors are born during the early embryonic stages of mouse retinogenesis, rod photoreceptors are born primarily in the late embryonic and early postnatal period [48].	stages	0.29	0.6	0.0	0.8	0.6	0.0	0.4
biomed	To date, the literature suggests a complex interplay between caspases and calpains [23,24] and impact of calpain on cell death pathway components [25].	death	0.14	1.0	1.0	0.6	0.0	1.0	0.72
biomed	AW initiated this project and analyzed the genomic distribution of this family of enzymes.	project	0.14	1.0	1.0	0.0	0.0	0.0	0.4
biomed	I.H.S. conceived and designed the project and drafted the complete manuscript.	project	0.22	1.0	1.0	0.0	1.0	0.0	0.6
biomed	Recognition of other dysmorphology syndromes caused by defects in the post-squalene cholesterol biosynthesis pathway, such as desmosterolosis, lathosterolosis, X-linked chondrodysplasia punctanta and CHILD syndrome [6-15], has strengthened this concept.	concept	0.34	1.0	1.0	0.8	0.7	0.4	0.78
biomed	Expression of a single BRC repeat (BRC4) had previously been reported to act as an inhibitor of DNA repair by Chen et al [27].	repair	0.15	0.4	0.0	0.4	0.8	1.0	0.52
biomed	Finally, genetic measurements of recombination frequency have shown that Brca1-/- embryonic stem (ES) cells are deficient in recombinational DSB repair [22,23].	repair	0.17	0.0	0.8	0.4	0.8	1.0	0.6
biomed	The pachytene checkpoint is known to monitor two aspects of meiotic chromosome metabolism in S. cerevisiae and C. elegans: (1) DSB repair and (2) chromosome synapsis [2,12].	repair	0.18	0.8	0.0	0.4	0.8	0.0	0.4
biomed	In that study, there was a tendency towards correlation in transcript abundance between several pairs of antioxidant or DNA repair genes in non-BC individuals, but not in BC individuals.	repair	0.26	0.0	0.8	0.4	0.4	0.0	0.32
biomed	This, in turn, leads to increased representation among BC individuals of individuals with lack of correlation between CEBPG and each of the affected antioxidant and/or DNA repair genes.	repair	0.27	0.6	0.8	0.6	0.8	1.0	0.76
biomed	For this process to occur, AVP binds its receptor, AVPR2, on the basolateral face of the collecting duct cells, leading to a rise in intracellular cAMP, ultimately resulting in phosphorylation of AQP2 at serine 256 by cAMP-dependent protein kinase [9] and its redistribution to the plasma membrane.	process	0.17	0.8	1.0	0.8	0.8	0.7	0.82
biomed	Lung development is a complex process that involves branching morphogenesis of epithelium, interstitial development including vasculogenesis, cellular differentiation, biochemical maturation and physical growth.	process	0.25	0.6	0.8	1.0	1.0	0.0	0.68
biomed	Additionally, none of these studies addressed the observation that the effects of D2R antagonists on locomotion and learning depend on whether exposure is chronic or acute [e.g. [15,16]].	none	0.16	0.0	0.0	0.6	0.0	0.0	0.12
biomed	Although considerable efforts have been made to identify the genes responsible for the development of the disease, with the exception of the lpr mutation, none of the genetic contributions to disease in the three well-documented murine SLE strains have yet been fully resolved at the molecular or protein level.	none	0.22	0.0	0.0	0.8	0.8	0.0	0.32
biomed	Thin layers of articular cartilage line the bones of synovial joints and provide a smooth, wear-resistant structure that reduces friction and absorbs impact forces (Brandt et al. 1998).	bones	0.16	0.6	0.7	0.0	0.0	0.0	0.26
biomed	Despite the importance of articular cartilage in joint health and mobility, little is known about the factors that create and maintain it in thin layers at the ends of long bones.	bones	0.21	0.4	0.4	0.4	0.8	0.4	0.48
biomed	As well as colorectal polyps, these individuals can develop extracolonic symptoms, among which are upper gastrointestinal tract polyps, congenital hypertrophy of the retinal pigment epithelium, desmoid tumors, disorders of the maxillary and skeletal bones, and dental abnormalities [6].	bones	0.25	0.8	0.0	0.8	0.6	0.0	0.44
biomed	Type IIb fibers have the lowest levels of mitochondrial content and oxidative enzymes, rely on glycolytic metabolism as a major energy source, and are susceptible to fatigue, while the oxidative and contraction functions of type IIa and IIx lie between type I and IIb (Booth and Thomason 1991; Berchtold et al. 2000; Olson and Williams 2000).	Type	0.16	0.6	0.7	0.0	0.2	0.0	0.3
biomed	Type II fibers comprise three subtypes, IIa, IIx, and IIb.	Type	0.24	0.8	0.8	0.0	0.0	0.0	0.32
biomed	Affected infants exhibit a complete or near complete absence of vision from birth.	vision	0.16	0.8	1.0	1.0	1.0	1.0	0.96
biomed	On the genome level, some of the eight small-effect QTL identified using a very low threshold value (P < 0.05) could be false positives.	value	0.23	1.0	0.9	0.6	0.5	1.0	0.8
biomed	Our results add to a growing literature demonstrating a negligible role of dopamine, and now, specifically, D2Rs in the unconditioned or hedonic value of natural (food) reinforcers [1,2].	value	0.36	0.8	1.0	0.6	0.7	1.0	0.82
biomed	These two reporters can also be used to create pairs of donors and acceptors for in vivo fluorescence energy transfer (FRET) [15].	transfer	0.17	0.8	0.8	0.4	0.0	0.8	0.56
biomed	Functional changes included hyposmia and abnormal inter-hemispheric auditory transfer [11,14].	transfer	0.22	0.8	0.8	0.6	0.6	0.8	0.72
biomed	It was not possible using the techniques employed in the study to determine if the smaller lenses were due to reduced volume or number of fiber cells.	volume	0.17	0.8	0.6	0.8	0.8	0.0	0.6
biomed	SY conceived of the study, and participated in its design and coordination and helped to draft the manuscript.	design	0.17	0.6	0.0	0.8	0.8	0.0	0.44
biomed	CH and CSC planned and carried out the experiments with the red blood cells and platelets and the fractionation studies and drafted the manuscript, GL was responsible for platelets, RK gave support on the ADVIA 120 cell counter, evaluated and discussed the results, SMP and BSG gave support on the APACT system, platelet aggregation experiments, and evaluated the results, CZ was responsible for the sorcin studies, MS studied the cytoskeletal activities of the protein, AAN conceived of the studies and participated in its design.	design	0.2	0.8	1.0	1.0	0.9	0.0	0.74
biomed	CC participated in the design and coordination of the study and all data analysis.	design	0.3	0.8	0.7	1.0	0.9	0.0	0.68
biomed	We have now applied the tools of molecular homology modeling to predicting a structure of CLN2 that could be used as a basis for a search for the biological substrates of this family of enzymes and for the design of specific inhibitors.	design	0.34	1.0	1.0	1.0	0.8	0.0	0.76
biomed	Interestingly, the mutant kidneys showed gene-expression profiles surprisingly similar to wild type.	type	0.18	0.6	1.0	0.0	0.0	0.0	0.32
biomed	BMPs 6 and -7 are required for proper formation of the outflow tract cushions [10], while BMP type II receptor is needed for proper development of the conotruncal ridges [11].	type	0.2	0.0	0.8	0.2	0.0	0.0	0.2
biomed	Cell nuclei localized to the equatorial/bow region were disorganized as compared to wild type.	type	0.25	0.0	0.8	0.2	0.2	0.0	0.24
biomed	At 54 wk, these cells in the alphaA/BKO lenses were larger in cross sectional diameter than wild type, and exhibited a much greater variation in the cross sectional size and cell shape.	type	0.28	0.8	0.8	0.6	0.8	0.0	0.6
biomed	In the lens, alpha-crystallin also forms a complex with type III intermediate filament proteins and the lens-specific beaded filament proteins CP49 and CP115, which may be critical for proper filament assembly [16].	type	0.28	0.0	0.8	0.4	0.2	0.0	0.28
biomed	It appears that the male pathway can be initiated by disrupting the balance between      Wnt4 and      Fgf9, a finding that has strong implications for other vertebrate sex-determination systems in which      Sry is not the sex determining factor.	male	0.18	0.0	0.0	0.0	0.1	0.0	0.02
biomed	Knockout of the X-linked Avpr2 gene in mice [15] gave an NDI-like phenotype in male, hemizygous neonates, but the phenotype could not be assessed in adults as the mice died within 1 wk of birth.	male	0.19	0.0	1.0	0.0	0.2	0.0	0.24
biomed	Along the z-axis, the perinuclear distribution of AQP2-F204V was clearly seen, and this distribution is not altered by forskolin (Figure 4B, bottom row, two right columns).	row	0.18	0.6	0.0	0.6	0.2	0.5	0.38
biomed	As the LTM7 ES cell line that we used in our RNAi experiments is a female (XX) cell line, DNA methylation is globally reduced in these cells [26].	female	0.18	0.0	1.0	0.0	0.1	0.0	0.22
biomed	Unfortunately, efforts to characterize cognitive behavior were compromised by severe hyperactivity in untreated double transgenic mice.	behavior	0.18	0.8	0.8	0.8	0.9	0.0	0.66
biomed	While they do have their limitations (e.g. developmental compensation and strain effects in mouse lines not backcrossed adequately to a parental strain for a minimum of 10 generations), use of our inbred (N20 generation) animals in the present study (where no differences in locomotor behavior were detected between D2R-/- and D2R+/+ mice; Figs. 1 &2) revealed a previously unappreciated role of D2R-mediated signaling in associative learning and attention that could not be measured with the currently available, acutely administered D2R antagonists.	behavior	0.22	0.4	0.8	0.6	0.8	0.0	0.52
biomed	However, no defects in axon pathfinding along the monosynaptic reflex arc or in muscle spindle differentiation have been noted in PV KO mice, which develop normally and show no apparent changes in their behavior or physical activity (Schwaller et al. 1999).	behavior	0.22	0.8	1.0	0.4	0.6	0.0	0.56
biomed	"One might then ask: ""How then could the role of D2Rs in associative learning be dissociated from motor behavior?"""	behavior	0.31	0.6	1.0	0.8	0.6	0.0	0.6
biomed	Before these questions about olfactory receptor gene choice can be answered, it will be important to measure expression levels of a larger number of genes, perhaps using an olfactory receptor gene microarray.	choice	0.19	1.0	1.0	0.0	0.0	1.0	0.6
biomed	The 'pregnancy rate' in mice is defined as successful pregnancies per detected vaginal plug, a phenotype associated with early pregnancy failure, which in turn possibly could have an inflammatory cause.	plug	0.19	0.0	0.8	0.4	0.8	0.0	0.4
biomed	However, the fact that these two mouse strains, members of the same species, are so closely related makes this explanation problematic.	makes	0.19	0.0	0.8	0.6	0.5	0.0	0.38
biomed	However, cells within the high-density layers of the interzone are excluded from this process and develop into the permanent layers of articular cartilage found in the mature joint (Mitrovic 1978).	joint	0.19	0	0	0	0	0	0.0
biomed	On the other hand, in the visual platform version of the water maze task, motor ability for swimming in ADAM11-deficient mice was normal.	motor	0.19	0.0	0.0	0.8	0.7	0.0	0.3
biomed	In the chicken embryo, limb ablations or anti-NT-3 antibody injections into limb buds lead to elimination of TrkC-positive neurons and decreased innervation of motor neurons (Oakley et al. 1995, 1997).	motor	0.25	0.0	0.0	0.4	0.0	0.0	0.08
biomed	Juvenile neuronal ceroid lipofuscinosis (JNCL), or Batten disease, is a recessively inherited childhood-onset neurodegenerative disorder characterized by progressive blindness, seizures, motor and cognitive decline, and early death [1].	motor	0.31	0.0	0.6	0.8	0.2	0.0	0.32
biomed	That D2R-mediated signaling orchestrates just motor components of learning is a conclusion that is potentially biased due to the practice of avoiding doses of drugs that induce catalepsy (and therefore measuring only partial blockade of dopamine D2Rs) and single administrations [e.g. [3]].	motor	0.39	0.6	0.0	0.6	0.5	0.0	0.34
biomed	Since the primary function of Socs2 is to negatively regulate growth hormone (Gh) [23], it is likely these background effects are the result of polymorphism influencing interactions between members of the Gh signaling pathway.	interactions	0.19	0.6	0.8	0.8	0.8	0.0	0.6
biomed	Complex traits, such as polygenic growth and obesity are influenced by the small to moderate direct effects of quantitative trait loci (QTL), epistasis between QTL alleles, environmental perturbations and QTL-environment interactions.	interactions	0.22	0.0	0.8	0.0	0.8	0.0	0.32
biomed	PHD domains are found in diverse proteins, including transcription factors, and have been implicated in chromatin remodeling and protein-protein interactions [8].	interactions	0.22	0.4	0.8	0.8	0.8	0.7	0.7
biomed	Further experiments are clearly required to clarify the functional interactions between BRCA2 and RAD51 during recombinational repair.	interactions	0.23	0.8	0.8	0.8	0.8	0.0	0.64
biomed	In the absence of a dominant (wild-type [wt]) allele, genetic interactions between recessive alleles (referred to here as “biallelic” effects) could result in different phenotypic outcomes including interallelic complementation.	interactions	0.4	0.8	0.8	0.8	0.8	0.0	0.64
biomed	It is expected that the greatest incidence of BC will be among the heaviest smokers.	smokers	0.19	0.8	0.8	0.8	0.8	0.0	0.64
biomed	All studies involving animals were reviewed and approved by the University of Pittsburgh's Institutional Animal Care and Use Committee.	Animal	0.2	0.0	0.0	0.0	1.0	0.0	0.2
biomed	During mouse pre-implantation development, the genome undergoes a series of major epigenetic changes required for embryonic gene expression, the maintenance of totipotency, and the first differentiation events [1,2].	series	0.2	0.8	0.8	0.8	0.6	0.0	0.6
biomed	By comparing this Chromosome 1 congenic strain with matched congenic mice lacking the Apcs gene, we demonstrated that serum amyloid P component deficiency influences the severity of glomerulonephritis, but is not the prime mover in the induction of anti-nuclear autoimmunity, contrary to our own original interpretation of our data (Bickerstaff et al. 1999).	severity	0.2	0.8	0.8	0.4	0.8	0.0	0.56
biomed	Only one QTL, Cia2, was identified for the phenotype of CIA severity, but this QTL contributes to only 16% of the phenotype variations for CIA susceptibility in F2 progeny [10].	severity	0.31	0.8	0.8	0.2	0.4	1.0	0.64
biomed	This is in agreement with results from a recent study of RA in women, which similarly indicates that previous experience of pregnancy does not negatively affect the incidence or severity of RA later in life [8].	severity	0.35	0.8	0.8	0.4	0.2	0.0	0.44
biomed	HOMER proteins have also been implicated in axon guidance during brain development [42].	guidance	0.2	0.6	0.5	0.4	0.7	1.0	0.64
biomed	This response is seen in WT, Bax null and in p75 null DRG explants, and in the absence of any other neurotrophins or target-derived axon guidance molecules.	guidance	0.3	0.6	0.8	0.8	0.8	0.8	0.76
biomed	Interestingly, we observed that THRB is distributed diffusely throughout wild-type spermatocyte nuclei but is excluded from the XY (sex) body (unpublished observations), a compartmentalized nuclear domain beginning in pachynema, in which the sex chromosomes become heterochromatinized and transcriptionally silenced in the process of MSCI [55].	beginning	0.23	0.4	0.0	0.6	0.5	0.0	0.3
biomed	Cloning these QTL has major implications to improve our understanding of Gh and its regulation of growth and adiposity and in the administration of human Gh therapeutics.	administration	0.2	0.0	0.0	0.6	0.7	0.0	0.26
biomed	Seminal experiments [26-28] have clearly demonstrated that repeated administration of catalepsy-inducing doses of D2R antagonists in rodents actually leads to a striking behavioral tolerance to catalepsy.	administration	0.31	0.6	0.7	0.8	0.8	0.0	0.58
biomed	"This ""ER escape"" was consistent with the small proportion of mature, complex glycosylated, AQP2-F204V in mutant kidneys (see Figure 3A)."	escape	0.2	0.4	1.0	0.6	0.6	1.0	0.72
biomed	This mouse model of NDI based on an Aqp2 allele that can be rescued provides the opportunity to test therapies, including gene therapy, that may promote proper subcellular localization.	therapies	0.2	0.0	0.8	0.8	0.8	0.0	0.48
biomed	Histopathological and ultrastructural studies of LCA should enable a better understanding of the disease process, and the design of suitable therapies.	therapies	0.23	0.0	0.8	0.8	0.8	0.0	0.48
biomed	Because of the current unsatisfactory options for the treatment of MSUD, there is a need for improved therapies to combat this disease.	therapies	0.41	0.8	0.0	0.6	0.7	0.0	0.42
biomed	Both directed and random mutagenesis approaches, including the technologies of transgenesis and gene targeting in ES cells, have become commonplace.	approaches	0.2	0.6	0.8	0.8	0.0	0.0	0.44
biomed	These results, as well as this study, suggest that a considerable amount of maternal cholesterol can be transferred to the murine fetus.	amount	0.2	0.2	0.7	0.2	0.1	0.0	0.24
biomed	An additional consideration we recognize is that a small amount of transgene expression continues in the presence of dox and that endogenous mouse Aβ continues to be produced.	amount	0.22	0.8	0.8	0.2	0.0	0.0	0.36
biomed	Furthermore, with the growing amount of large-scale proteomic and genomic data becoming publicly available, this analysis can now be extended to reveal the complex interplay between evolution of gene structure and protein function.	amount	0.22	0.6	0.8	0.0	0.2	0.0	0.32
biomed	This wild-type staining pattern may simply reflect the fact that decreasing the amount of mutant protein by half makes it undetectable by immunocytochemistry.	amount	0.24	0.6	0.5	0.0	0.0	0.0	0.22
biomed	These strains represent important resources and provide the genetic resource to positionally clone numerous quantitative trait genes.	resources	0.24	0.0	0.0	0.6	0.2	1.0	0.36
biomed	Future direct comparison of the two mouse lines in pure background strains will be of interest.	interest	0.28	0.8	1.0	0.4	0.0	0.0	0.44
biomed	We therefore focused on examining the hippocampus- and cerebellum-dependent behavioural tests to study the functions of ADAM11 in the nervous system.	behavioural	0.21	1.0	0.8	0.6	0.5	1.0	0.78
biomed	The endocochlear potential is generated by stria vascularis in the lateral wall of the cochlea [17,23].	wall	0.37	0.8	1.0	0.0	0.2	0.0	0.4
biomed	loxP sites with different sequences were generated to overcome this problem, but these sites also underwent intramolecular recombination, making RMCE efficient only if the replacement cassette contained a marker enabling selection of the desired recombinant (7,9–12).	replacement	0.22	0.8	0.8	0.6	0.0	1.0	0.64
biomed	RMCE with a p53ΔPGFP replacement plasmid was again very efficient and western blots revealed an additional band of the predicted molecular weight only in p53+/ΔPGFP ES cells (Figure 3B).	replacement	0.31	0.0	0.8	0.4	0.2	1.0	0.48
biomed	We adopted the same strategy to investigate the relative contribution of the 129 Chromosome 1 segment and the Apcs gene to each disease trait.	Chromosome	0.22	0.8	0.8	0.8	0.0	0.0	0.48
biomed	Similar conclusions may apply to other gene-targeted animals carrying mutations of genes mapped in the 129-derived susceptibility allele on Chromosome 7 (O'Keefe et al. 1996, 1999).	Chromosome	0.3	0.8	1.0	0.6	0.2	0.0	0.52
biomed	These findings, taken together, indicated that the phenotype associated with Apcs deficiency was caused by the presence of unaltered 129 genes from the telomeric region of Chromosome 1 operating in the C57BL/6 genomic background.	Chromosome	0.32	0.8	1.0	0.4	0.4	0.0	0.52
biomed	Matsuno et al [32] reported no difference in bleeding time for tPA-/-, uPA-/-, PAI-1-/- mice compared to WT mice, and the assay was similar, but the tail clip segment was considerably shorter and bleeding times reduced compared to the times reported in our study.	clip	0.22	0.8	0.5	0.6	1.0	0.0	0.58
biomed	While they do have their limitations (e.g. developmental compensation and strain effects in mouse lines not backcrossed adequately to a parental strain for a minimum of 10 generations), use of our inbred (N20 generation) animals in the present study (where no differences in locomotor behavior were detected between D2R-/- and D2R+/+ mice; Figs. 1 &2) revealed a previously unappreciated role of D2R-mediated signaling in associative learning and attention that could not be measured with the currently available, acutely administered D2R antagonists.	limitations	0.23	0.8	0.8	0.4	0.8	1.0	0.76
biomed	Early evidence from clinical trials of antibody-mediated clearance, one of the first Aβ-lowering approaches tested in humans, suggested that treatments designed to reduce amyloid burden may indeed be beneficial.	trials	0.23	1.0	0.8	0.0	0.1	1.0	0.58
biomed	The data herein show tissues with a decrease of RanBP2 and HKI levels mirror a reduction in the ATP levels.	decrease	0.24	0.4	0.2	0.6	0.8	0.0	0.4
biomed	Our results suggest that patterned expression of Tbx15 provides an instructional cue required to establish the future identity of dorsal dermis with regard to pigmentary and hair length patterning.	identity	0.24	0.8	0.8	0.8	0.0	1.0	0.68
